PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
Ed Davis;C;UTA;30;22;15;7;239;29;12;32;37.5;0;0;0;5;11;45.5;25;63;88;8;13;9;9;51;187.6;0;0;-75
Mfiondu Kabengele;C;LAC;22;10;8;2;44;29;10;22;45.5;6;12;50;3;3;100;1;7;8;1;1;1;1;6;45.1;0;0;-1
Kevon Looney;C;GSW;23;10;3;7;105;26;11;32;34.4;1;2;50;3;5;60;15;14;29;4;6;3;2;17;75.8;0;0;-60
Vincent Poirier;C;BOS;26;15;13;2;87;26;11;26;42.3;1;2;50;3;4;75;9;18;27;5;4;2;6;17;85.9;0;0;-9
Tacko Fall;C;BOS;24;4;3;1;21;17;8;11;72.7;0;0;0;1;3;33.3;0;10;10;0;3;0;2;4;32;0;0;4
Moses Brown;C;POR;20;7;4;3;23;10;4;9;44.4;0;0;0;2;4;50;3;8;11;0;3;1;0;5;23.2;0;0;-36
Justin Patton;C;OKC;22;5;2;3;24;9;4;10;40;1;4;25;0;0;0;1;4;5;2;2;0;0;4;16;0;0;-16
Dewan Hernandez;C;TOR;23;4;4;0;11;4;1;5;20;0;1;0;2;2;100;2;5;7;0;1;1;0;6;14.4;0;0;1
Wilson Chandler;F;BKN;32;17;5;12;350;118;45;95;47.4;18;54;33.3;10;11;90.9;5;72;77;20;20;11;6;37;271.4;0;0;-104
Naz Reid;F;MIN;20;13;4;9;154;96;36;90;40;15;49;30.6;9;14;64.3;10;22;32;13;8;5;6;29;178.9;0;0;22
Alen Smailagic;F;GSW;19;9;1;8;92;42;16;29;55.2;2;9;22.2;8;10;80;7;15;22;8;5;1;3;10;87.4;0;0;3
Johnathan Williams;F;WAS;24;9;4;5;132;33;15;24;62.5;0;2;0;3;5;60;14;28;42;6;3;1;5;11;107.4;0;0;-45
Rayjon Tucker;F;UTA;22;11;10;1;71;17;7;18;38.9;0;6;0;3;5;60;2;8;10;2;3;1;0;6;32;0;0;-12
Louis King;F;DET;20;7;2;5;39;14;6;14;42.9;2;6;33.3;0;3;0;1;6;7;4;1;2;0;7;33.4;0;0;17
Kevin Hervey;F;OKC;23;5;3;2;13;0;0;4;0;0;3;0;0;0;0;0;2;2;1;0;0;0;1;3.9;0;0;-4
Gary Payton II;G;WAS;27;17;7;10;344;95;40;92;43.5;11;34;32.4;4;7;57.1;19;43;62;39;17;29;7;38;318.9;1;0;-113
Luguentz Dort;G;OKC;20;12;10;2;239;59;20;51;39.2;6;26;23.1;13;18;72.2;3;11;14;12;8;9;0;34;112.8;0;0;12
Amir Coffey;G;LAC;22;2;1;1;5;5;2;3;66.7;1;2;50;0;0;0;0;0;0;1;0;0;0;1;6.5;0;0;-6
Justin Anderson;G;BKN;26;3;2;1;17;3;1;6;16.7;0;3;0;1;2;50;0;2;2;0;0;0;1;2;8.4;0;0;-8
Matt Mooney;G;CLE;22;1;0;1;3;2;1;2;50;0;1;0;0;0;0;0;1;1;1;0;0;1;0;7.7;0;0;1
Adam Mokoka;G;CHI;21;3;1;2;9;0;0;7;0;0;4;0;0;0;0;2;0;2;0;0;0;0;0;2.4;0;0;-3
Josh Reaves;G;DAL;22;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5
Giannis Antetokounmpo;PF;MIL;25;43;37;6;1318;1289;477;856;55.7;69;215;32.1;266;439;60.6;100;456;556;241;154;48;45;136;2442.7;38;4;447
Brandon Ingram;PF;NOP;22;42;15;27;1450;1050;359;769;46.7;103;261;39.5;229;268;85.4;37;233;270;180;128;38;34;125;1732;7;0;-96
Anthony Davis;PF;LAL;26;39;31;8;1349;1032;357;707;50.5;42;138;30.4;276;319;86.5;81;275;356;124;94;59;96;100;2016.2;18;0;186
Jayson Tatum;PF;BOS;21;42;29;13;1426;903;332;763;43.5;101;276;36.6;138;164;84.1;42;248;290;120;90;58;35;86;1620;6;0;337
Julius Randle;PF;NYK;25;45;13;32;1447;852;316;705;44.8;53;187;28.3;167;236;70.8;105;315;420;145;135;35;13;126;1582.5;19;0;-172
Pascal Siakam;PF;TOR;25;35;26;9;1232;833;312;679;45.9;79;212;37.3;130;161;80.7;42;226;268;121;89;33;33;100;1445.1;10;0;229
Marcus Morris Sr.;PF;NYK;30;39;12;27;1255;747;249;563;44.2;104;231;45;145;178;81.5;43;172;215;57;62;30;16;113;1166.5;3;0;-122
Danilo Gallinari;PF;OKC;31;39;21;18;1192;746;228;520;43.8;120;290;41.4;170;187;90.9;28;197;225;87;54;27;4;51;1185.5;3;0;109
Lauri Markkanen;PF;CHI;22;46;17;29;1395;690;233;550;42.4;101;294;34.4;123;149;82.6;57;241;298;70;77;39;22;92;1258.6;3;0;-76
Kevin Love;PF;CLE;31;39;10;29;1226;680;227;503;45.1;94;254;37;132;157;84.1;33;358;391;111;103;24;14;63;1326.7;17;0;-258
Eric Paschall;PF;GSW;23;42;9;33;1148;582;223;452;49.3;26;89;29.2;110;141;78;61;141;202;74;61;25;10;85;979.4;3;0;-236
Kristaps Porzingis;PF;DAL;24;34;21;13;1045;580;206;514;40.1;75;218;34.4;93;128;72.7;59;248;307;48;58;21;70;107;1235.4;12;0;165
Robert Covington;PF;MIN;29;45;15;30;1318;564;199;462;43.1;98;289;33.9;68;85;80;33;234;267;54;66;74;42;135;1247.4;3;0;-28
Nemanja Bjelica;PF;SAC;31;45;16;29;1259;559;213;438;48.6;88;204;43.1;45;52;86.5;73;221;294;116;68;41;25;134;1215.8;6;0;-73
Davis Bertans;PF;WAS;27;36;11;25;1053;548;178;412;43.2;131;312;42;61;69;88.4;28;139;167;63;33;26;23;92;956.9;1;0;14
Aaron Gordon;PF;ORL;24;41;19;22;1297;544;206;492;41.9;45;158;28.5;87;131;66.4;69;225;294;121;66;29;20;83;1159.3;11;0;-92
Al Horford;PF;PHI;33;43;26;17;1338;540;222;490;45.3;59;184;32.1;37;52;71.2;69;215;284;168;47;41;40;94;1328.8;3;0;123
Duncan Robinson;PF;MIA;25;45;31;14;1263;537;180;391;46;148;341;43.4;29;32;90.6;7;137;144;51;31;25;12;127;866.3;1;0;135
Carmelo Anthony;PF;POR;35;32;14;18;1038;516;198;455;43.5;47;123;38.2;73;88;83;39;168;207;47;57;30;18;98;921.9;4;0;-15
P.J. Washington;PF;CHA;21;41;14;27;1241;506;189;394;48;59;144;41;69;102;67.6;32;189;221;83;66;37;35;117;1045.7;4;0;-138
Jerami Grant;PF;DEN;25;46;32;14;1147;500;177;378;46.8;55;142;38.7;91;128;71.1;41;122;163;50;38;25;34;93;909.6;0;0;-119
Doug McDermott;PF;IND;28;47;30;17;992;493;185;379;48.8;95;203;46.8;28;35;80;21;104;125;53;30;7;4;85;725.5;0;0;100
Brandon Clarke;PF;MEM;23;40;21;19;864;482;201;323;62.2;18;45;40;62;75;82.7;53;178;231;59;37;18;34;67;966.7;2;0;-24
Jabari Parker;PF;ATL;24;32;6;26;837;480;198;393;50.4;31;115;27;53;72;73.6;54;137;191;58;60;42;15;93;907.2;2;0;-133
Kyle Kuzma;PF;LAL;24;37;30;7;924;478;176;409;43;59;175;33.7;67;90;74.4;28;119;147;39;56;11;15;66;734.9;0;0;120
Dario Saric;PF;PHX;25;46;19;27;1162;454;169;384;44;58;182;31.9;58;68;85.3;71;211;282;88;57;29;11;103;987.4;8;0;-47
Christian Wood;PF;DET;24;43;17;26;743;430;151;259;58.3;27;71;38;101;140;72.1;54;171;225;31;46;15;37;53;856.5;5;0;59
Markieff Morris;PF;DET;30;39;14;25;872;429;155;346;44.8;67;166;40.4;52;67;77.6;21;131;152;59;62;25;8;93;736.9;1;0;-89
Rudy Gay;PF;SAS;33;42;18;24;921;429;155;351;44.2;43;133;32.3;76;89;85.4;41;198;239;73;60;20;23;59;894.3;4;0;64
Thaddeus Young;PF;CHI;31;47;18;29;1070;427;173;407;42.5;50;151;33.1;31;51;60.8;67;148;215;81;66;55;15;85;950.5;0;0;-69
Dorian Finney-Smith;PF;DAL;26;45;28;17;1332;419;149;321;46.4;71;186;38.2;50;73;68.5;92;155;247;60;42;31;24;104;928.4;2;0;188
Maxi Kleber;PF;DAL;27;44;27;17;1100;404;139;297;46.8;73;188;38.8;53;60;88.3;66;168;234;44;34;13;44;103;887.8;1;0;112
John Collins;PF;ATL;22;21;7;14;633;392;159;297;53.5;29;82;35.4;45;57;78.9;49;153;202;27;35;16;41;79;810.9;9;0;-86
Paul Millsap;PF;DEN;34;32;21;11;798;380;132;282;46.8;31;75;41.3;85;96;88.5;64;122;186;45;42;28;22;90;778.7;3;0;205
Dwight Powell;PF;DAL;28;40;25;15;1061;376;146;229;63.8;10;39;25.6;74;111;66.7;75;152;227;59;36;34;22;102;868.9;1;0;195
Omari Spellman;PF;GSW;22;44;9;35;783;341;118;267;44.2;40;97;41.2;65;81;80.2;76;127;203;42;47;30;22;52;756.6;1;0;-105
P.J. Tucker;PF;HOU;34;45;28;17;1579;339;121;271;44.6;66;180;36.7;31;38;81.6;73;247;320;70;51;53;19;150;993;5;0;103
Ersan Ilyasova;PF;MIL;32;42;36;6;698;326;117;237;49.4;38;104;36.5;54;66;81.8;48;175;223;40;24;17;13;63;719.6;4;0;107
Marquese Chriss;PF;GSW;22;42;10;32;741;318;118;230;51.3;6;24;25;76;100;76;79;148;227;74;58;26;37;80;832.4;3;0;-150
Draymond Green;PF;GSW;29;34;8;26;991;285;101;263;38.4;28;103;27.2;55;72;76.4;19;194;213;193;77;50;25;86;978.1;7;2;-204
Royce O'Neale;PF;UTA;26;45;32;13;1333;283;103;218;47.2;57;134;42.5;20;24;83.3;13;220;233;119;36;34;15;132;852.1;2;0;261
Blake Griffin;PF;DET;30;18;8;10;512;279;88;250;35.2;27;111;24.3;76;98;77.6;17;67;84;59;40;7;7;27;470.3;2;0;-26
Michael Porter Jr.;PF;DEN;21;36;27;9;483;276;108;207;52.2;33;77;42.9;27;35;77.1;38;106;144;25;27;12;15;61;540.3;3;0;25
Marvin Williams;PF;CHA;33;37;12;25;733;265;89;197;45.2;44;113;38.9;43;48;89.6;14;87;101;35;23;26;17;65;544.7;0;0;-93
Mike Scott;PF;PHI;31;47;30;17;835;261;94;240;39.2;53;158;33.5;20;23;87;40;120;160;28;17;16;3;63;535;0;0;112
JaMychal Green;PF;LAC;29;38;27;11;799;253;88;214;41.1;49;141;34.8;28;36;77.8;57;192;249;28;35;17;15;104;654.8;6;0;130
Maurice Harkless;PF;LAC;26;46;32;14;1056;251;102;198;51.5;23;64;35.9;24;42;57.1;45;138;183;47;43;47;29;112;726.1;0;0;51
Jeff Green;PF;UTA;33;30;18;12;553;233;75;195;38.5;34;104;32.7;49;63;77.8;14;67;81;20;27;12;10;46;399.2;0;0;-107
Georges Niang;PF;UTA;26;39;29;10;530;229;82;173;47.4;54;120;45;11;14;78.6;9;62;71;24;17;8;5;47;372.2;0;0;-60
Chris Boucher;PF;TOR;27;38;26;12;483;228;78;172;45.3;20;63;31.7;52;71;73.2;72;95;167;17;16;13;34;64;578.9;3;0;55
Darius Bazley;PF;OKC;19;47;28;19;822;216;80;206;38.8;28;90;31.1;28;42;66.7;19;160;179;26;38;17;34;44;584.8;0;0;-62
Patrick Patterson;PF;LAC;30;42;28;14;560;214;70;175;40;49;131;37.4;25;32;78.1;28;86;114;29;14;6;3;38;407.3;0;0;108
Trey Lyles;PF;SAS;24;45;20;25;774;205;79;197;40.1;32;98;32.7;15;22;68.2;55;201;256;52;28;13;15;62;646.2;0;0;-34
Skal Labissiere;PF;POR;23;33;14;19;567;190;81;147;55.1;3;13;23.1;25;33;75.8;65;104;169;42;30;7;31;89;539.8;1;0;12
Marvin Bagley III;PF;SAC;20;13;2;11;334;185;78;167;46.7;4;22;18.2;25;31;80.6;29;68;97;10;18;6;12;43;352.4;3;0;-89
Daniel Gafford;PF;CHI;21;32;12;20;411;153;67;99;67.7;0;0;0;19;36;52.8;38;39;77;14;15;9;42;60;404.4;0;0;-52
Jake Layman;PF;MIN;25;14;8;6;369;147;61;132;46.2;19;54;35.2;6;10;60;12;29;41;11;18;12;10;31;260.7;0;0;15
Grant Williams;PF;BOS;21;43;30;13;636;140;49;128;38.3;14;58;24.1;28;40;70;35;69;104;45;36;15;21;94;404.3;0;0;117
Kenrich Williams;PF;NOP;25;35;12;23;779;132;49;143;34.3;25;96;26;9;24;37.5;49;129;178;53;21;25;21;81;542.1;0;0;-48
Anthony Tolliver;PF;SAC;34;35;15;20;569;129;43;122;35.2;30;94;31.9;13;19;68.4;27;84;111;31;21;9;9;55;341.7;1;0;-155
Semi Ojeleye;PF;BOS;25;43;29;14;625;117;40;104;38.5;24;65;36.9;13;16;81.3;17;58;75;21;8;13;3;46;278.5;0;0;37
John Henson;PF;CLE;29;23;6;17;301;112;46;89;51.7;5;23;21.7;15;30;50;22;61;83;33;17;12;26;37;358.1;0;0;-26
Chris Silva;PF;MIA;23;30;21;9;249;104;38;55;69.1;0;2;0;28;41;68.3;46;46;92;15;29;6;16;65;273.9;0;0;3
James Johnson;PF;MIA;32;15;8;7;242;96;36;77;46.8;16;42;38.1;8;14;57.1;7;36;43;14;10;4;11;30;203.6;0;0;22
Gary Clark;PF;ORL;25;23;14;9;280;90;31;75;41.3;22;62;35.5;6;7;85.7;19;39;58;12;4;2;9;23;206.6;0;0;14
Harry Giles III;PF;SAC;21;19;7;12;216;86;37;82;45.1;0;0;0;12;14;85.7;12;39;51;28;18;11;6;44;222.2;0;0;-27
Juancho Hernangomez;PF;DEN;24;30;18;12;347;81;29;85;34.1;13;51;25.5;10;19;52.6;15;56;71;20;14;4;3;22;203.2;0;0;5
D.J. Wilson;PF;MIL;23;26;24;2;235;80;32;79;40.5;11;45;24.4;5;7;71.4;6;46;52;18;12;1;4;22;172.4;0;0;-21
Jordan Bell;PF;MIN;25;25;8;17;221;79;30;57;52.6;2;8;25;17;29;58.6;28;48;76;14;18;2;9;14;206.2;0;0;-22
Al-Farouq Aminu;PF;ORL;29;18;7;11;380;78;25;86;29.1;9;36;25;19;29;65.5;24;63;87;21;17;18;8;27;274.9;1;0;-35
TJ Leaf;PF;IND;22;22;13;9;180;67;28;66;42.4;5;14;35.7;6;10;60;20;40;60;6;6;7;3;17;172;1;0;-10
Nicolas Claxton;PF;BKN;20;14;5;9;183;62;26;46;56.5;1;7;14.3;9;19;47.4;19;24;43;16;9;1;8;14;155.6;0;0;-59
Chimezie Metu;PF;SAS;22;11;5;6;41;30;13;22;59.1;0;0;0;4;6;66.7;8;9;17;3;1;1;3;1;65.9;0;0;17
Zach Collins;PF;POR;22;3;2;1;86;27;9;19;47.4;3;7;42.9;6;6;100;4;8;12;6;6;0;2;11;50.4;0;0;19
Cristiano Felicio;PF;CHI;27;8;4;4;116;23;10;14;71.4;0;0;0;3;3;100;13;16;29;4;5;3;1;7;70.8;0;0;-27
Drew Eubanks;PF;SAS;22;7;5;2;38;21;9;14;64.3;0;0;0;3;3;100;6;10;16;2;4;0;1;5;42.2;0;0;-36
Wenyen Gabriel;PF;POR;22;11;2;9;61;19;6;17;35.3;1;8;12.5;6;10;60;4;6;10;3;5;3;2;7;45.5;0;0;-27
Alize Johnson;PF;IND;23;11;8;3;46;18;7;14;50;0;0;0;4;6;66.7;6;9;15;2;1;0;0;6;38;0;0;6
Tyler Cook;PF;CLE;22;9;2;7;31;17;6;8;75;0;0;0;5;6;83.3;4;4;8;1;1;1;0;4;30.1;0;0;-9
Dean Wade;PF;CLE;23;7;0;7;47;16;7;10;70;2;3;66.7;0;1;0;2;13;15;1;3;2;3;6;47.5;0;0;8
Amile Jefferson;PF;ORL;26;16;5;11;71;15;5;13;38.5;0;0;0;5;14;35.7;9;13;22;4;3;0;3;7;53.4;0;0;19
Caleb Swanigan;PF;POR;22;9;4;5;58;11;5;10;50;0;0;0;1;4;25;7;13;20;5;10;1;3;14;44.5;0;0;-36
Johnathan Motley;PF;LAC;24;8;6;2;18;11;4;6;66.7;1;1;100;2;2;100;1;2;3;5;4;3;0;5;27.1;0;0;-5
Juwan Morgan;PF;UTA;22;10;8;2;42;7;3;6;50;1;4;25;0;0;0;1;6;7;1;2;0;1;3;17.9;0;0;7
