PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
JaVale McGee;C;LAL;32;60;48;12;1006;410;179;278;64.4;3;6;50;49;75;65.3;110;241;351;34;47;30;91;142;1198.2;2;0;195
Alex Len;C;SAC;26;49;15;34;895;408;168;302;55.6;14;56;25;58;91;63.7;95;199;294;47;50;22;46;114;985.3;8;0;-107
Willie Cauley-Stein;C;DAL;26;53;15;38;1087;384;172;299;57.5;0;1;0;40;66;60.6;83;225;308;70;39;49;61;120;1149.6;3;0;-133
Bismack Biyombo;C;CHA;27;51;17;34;983;381;146;271;53.9;0;0;0;89;148;60.1;119;181;300;48;48;10;47;114;936;8;0;-152
Mason Plumlee;C;DEN;30;51;34;17;872;376;151;243;62.1;0;4;0;74;138;53.6;89;184;273;122;69;28;30;119;991.6;2;0;1
Taj Gibson;C;NYK;34;60;20;40;988;360;159;276;57.6;3;12;25;39;54;72.2;110;151;261;51;46;24;26;117;853.7;0;0;-260
Nicolo Melli;C;NOP;29;52;24;28;889;355;123;278;44.2;65;180;36.1;44;60;73.3;37;120;157;67;42;30;19;105;748.9;0;0;-96
Frank Kaminsky;C;PHX;26;32;12;20;718;352;127;279;45.5;39;112;34.8;59;88;67;30;128;158;71;33;13;10;69;684.1;1;0;-32
Moritz Wagner;C;WAS;22;36;13;23;686;342;128;224;57.1;23;67;34.3;63;78;80.8;48;141;189;48;54;22;17;130;703.8;2;0;-40
Mo Bamba;C;ORL;21;59;27;32;855;327;130;278;46.8;36;102;35.3;31;45;68.9;95;197;292;40;42;20;85;114;1010.4;2;0;32
Robin Lopez;C;MIL;31;59;49;10;830;319;133;262;50.8;30;90;33.3;23;43;53.5;52;89;141;38;52;9;40;78;640.2;0;0;54
Damian Jones;C;ATL;24;55;15;40;887;306;121;178;68;2;9;22.2;62;84;73.8;74;132;206;35;28;26;40;149;775.7;0;0;-256
Jakob Poeltl;C;SAS;24;58;25;33;965;306;135;218;61.9;0;0;0;36;74;48.6;104;206;310;102;45;30;84;96;1128;2;0;58
Meyers Leonard;C;MIA;28;49;34;15;987;300;116;223;52;51;119;42.9;17;26;65.4;27;221;248;53;35;13;15;103;726.1;2;0;95
Ian Mahinmi;C;WAS;33;38;15;23;808;283;104;210;49.5;5;26;19.2;70;113;61.9;78;140;218;49;45;31;44;114;798.1;1;0;-80
Marc Gasol;C;TOR;35;36;28;8;990;275;99;236;41.9;51;127;40.2;26;36;72.2;29;199;228;124;43;28;33;101;874.6;3;0;238
Thon Maker;C;DET;23;59;20;39;760;268;88;184;47.8;20;60;33.3;72;108;66.7;52;112;164;42;45;25;38;98;671.8;2;0;-147
Bruno Fernando;C;ATL;21;54;17;37;693;236;101;195;51.8;5;37;13.5;29;50;58;66;129;195;48;42;18;17;106;605;1;0;-92
Dewayne Dedmon;C;ATL;30;42;16;26;718;236;93;234;39.7;20;100;20;30;35;85.7;53;174;227;19;53;24;38;124;669.9;3;0;-37
Tony Bradley;C;UTA;22;49;33;16;520;228;101;152;66.4;1;1;100;25;38;65.8;89;123;212;16;23;10;23;97;582.4;0;0;2
Luke Kornet;C;CHI;24;36;11;25;559;215;82;187;43.9;31;108;28.7;20;28;71.4;22;62;84;32;14;11;26;54;460.8;0;0;-42
Jahlil Okafor;C;NOP;24;28;9;19;424;214;88;144;61.1;1;2;50;37;58;63.8;46;73;119;36;36;7;19;63;452.8;2;0;-111
Cheick Diallo;C;PHX;23;43;17;26;454;203;85;132;64.4;1;2;50;32;37;86.5;26;96;122;22;30;10;11;53;415.4;1;0;-54
Boban Marjanovic;C;DAL;31;35;18;17;297;197;82;147;55.8;4;15;26.7;29;39;74.4;44;91;135;12;23;5;7;44;390;4;0;64
Willy Hernangomez;C;CHA;25;31;7;24;375;190;74;139;53.2;5;22;22.7;37;59;62.7;43;91;134;29;30;10;7;32;415.3;2;0;-18
Mike Muscala;C;OKC;28;41;23;18;492;189;64;159;40.3;43;120;35.8;18;22;81.8;13;81;94;34;14;8;11;51;395.8;0;0;-18
Khem Birch;C;ORL;27;40;16;24;778;153;56;115;48.7;0;1;0;41;67;61.2;70;110;180;35;23;16;21;73;509.5;0;0;-94
Goga Bitadze;C;IND;20;49;29;20;410;152;61;129;47.3;6;36;16.7;24;33;72.7;22;74;96;21;25;6;32;57;387.7;1;0;-18
Anzejs Pasecniks;C;WAS;24;23;8;15;402;144;56;106;52.8;0;2;0;32;52;61.5;39;60;99;17;22;8;12;64;326.3;0;0;4
Noah Vonleh;C;DEN;24;32;12;20;363;127;50;89;56.2;3;15;20;24;30;80;36;86;122;27;21;11;6;38;343.9;0;0;-54
Isaiah Hartenstein;C;HOU;21;23;16;7;266;107;44;67;65.7;0;5;0;19;28;67.9;29;61;90;18;16;9;12;41;289;2;0;40
Robert Williams III;C;BOS;22;23;15;8;323;98;42;62;67.7;0;0;0;14;25;56;34;74;108;22;20;20;28;40;384.6;0;0;-5
Ante Zizic;C;CLE;23;22;4;18;221;96;41;72;56.9;0;0;0;14;19;73.7;18;48;66;6;10;7;5;27;210.2;1;0;14
Kyle O'Quinn;C;PHI;29;25;16;9;255;87;35;72;48.6;7;23;30.4;10;19;52.6;32;64;96;35;18;5;22;34;317.7;1;0;-48
Kevon Looney;C;GSW;24;20;6;14;262;68;29;79;36.7;1;14;7.1;9;12;75;28;38;66;20;12;12;6;34;219.2;0;0;-99
Mfiondu Kabengele;C;LAC;22;12;9;3;64;42;14;32;43.8;9;20;45;5;5;100;1;10;11;2;2;2;2;9;68.2;0;0;-1
Vincent Poirier;C;BOS;26;21;18;3;114;39;16;33;48.5;1;2;50;6;7;85.7;10;24;34;7;6;2;6;23;108.3;0;0;-12
Tyson Chandler;C;HOU;37;26;15;11;219;34;14;18;77.8;0;0;0;6;13;46.2;25;41;66;6;8;6;8;32;156.2;0;0;30
Ed Davis;C;UTA;30;25;15;10;268;33;14;34;41.2;0;0;0;5;11;45.5;29;66;95;8;13;10;9;55;203;0;0;-88
Tacko Fall;C;BOS;24;6;5;1;24;19;9;12;75;0;0;0;1;3;33.3;0;11;11;0;3;0;2;5;35.2;0;0;7
Moses Brown;C;POR;20;9;4;5;33;11;4;10;40;0;0;0;3;8;37.5;3;11;14;1;3;1;1;7;32.3;0;0;-33
Justin Patton;C;OKC;22;5;2;3;24;9;4;10;40;1;4;25;0;0;0;1;4;5;2;2;0;0;4;16;0;0;-16
Dewan Hernandez;C;TOR;23;4;4;0;11;4;1;5;20;0;1;0;2;2;100;2;5;7;0;1;1;0;6;14.4;0;0;1
Marques Bolden;C;CLE;21;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;5.4;0;0;4
Naz Reid;F;MIN;20;29;8;21;472;258;95;235;40.4;32;97;33;36;51;70.6;34;86;120;32;19;18;22;79;551;2;0;13
Wilson Chandler;F;BKN;32;34;15;19;708;200;73;181;40.3;36;119;30.3;18;21;85.7;11;129;140;36;32;16;12;76;474;0;0;-118
Alen Smailagic;F;GSW;19;14;1;13;139;59;20;40;50;3;13;23.1;16;19;84.2;10;17;27;13;11;3;4;14;120.9;0;0;-8
Johnathan Williams;F;WAS;24;11;6;5;135;35;16;25;64;0;2;0;3;5;60;15;28;43;6;4;1;6;11;112.6;0;0;-47
Louis King;F;DET;20;10;3;7;62;20;8;21;38.1;4;11;36.4;0;3;0;1;9;10;5;2;2;0;10;43.5;0;0;19
Rayjon Tucker;F;UTA;22;14;10;4;78;19;8;19;42.1;0;6;0;3;5;60;2;11;13;2;3;1;0;7;37.6;0;0;-7
Kevin Hervey;F;OKC;23;7;3;4;20;2;1;11;9.1;0;8;0;0;0;0;0;2;2;1;0;0;0;1;5.9;0;0;-6
Vic Law;F;ORL;24;5;1;4;9;0;0;3;0;0;1;0;0;2;0;0;1;1;0;0;0;0;0;1.2;0;0;-2
Luguentz Dort;G;OKC;20;29;22;7;637;180;65;157;41.4;22;73;30.1;28;36;77.8;15;39;54;21;15;24;2;78;339.3;0;0;49
Gary Payton II;G;WAS;27;28;12;16;421;113;48;116;41.4;13;46;28.3;4;8;50;26;51;77;48;19;32;7;51;375.4;1;0;-139
Adam Mokoka;G;CHI;21;11;3;8;112;32;12;28;42.9;6;15;40;2;4;50;7;3;10;4;2;4;0;17;60;0;0;50
Amir Coffey;G;LAC;22;12;6;6;89;26;12;28;42.9;1;6;16.7;1;3;33.3;4;9;13;8;3;1;1;10;56.6;0;0;1
Justin Anderson;G;BKN;26;3;2;1;17;3;1;6;16.7;0;3;0;1;2;50;0;2;2;0;0;0;1;2;8.4;0;0;-8
Matt Mooney;G;CLE;23;3;0;3;6;2;1;2;50;0;1;0;0;0;0;0;1;1;1;0;1;1;1;10.7;0;0;1
Josh Reaves;G;DAL;22;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5
Giannis Antetokounmpo;PF;MIL;25;57;48;9;1763;1690;623;1139;54.7;83;271;30.6;361;570;63.3;130;653;783;329;209;59;58;173;3265.1;52;4;648
Anthony Davis;PF;LAL;26;54;43;11;1853;1441;499;975;51.2;61;186;32.8;382;452;84.5;123;387;510;170;134;82;133;134;2819;27;0;290
Jayson Tatum;PF;BOS;22;58;40;18;2007;1360;488;1091;44.7;164;411;39.9;220;273;80.6;56;356;412;172;132;79;53;120;2376.4;10;0;435
Brandon Ingram;PF;NOP;22;56;23;33;1918;1358;469;1006;46.6;137;354;38.7;283;330;85.8;49;301;350;241;174;56;37;162;2244.5;9;0;0
Pascal Siakam;PF;TOR;25;52;39;13;1843;1226;450;982;45.8;113;315;35.9;213;268;79.5;57;331;388;183;127;53;49;147;2145.1;11;0;339
Julius Randle;PF;NYK;25;62;20;42;2016;1199;445;973;45.7;61;225;27.1;248;342;72.5;149;457;606;193;186;49;21;167;2239.7;29;0;-228
Danilo Gallinari;PF;OKC;31;55;33;22;1690;1057;329;749;43.9;165;403;40.9;234;264;88.6;32;270;302;113;70;40;4;66;1650.9;3;0;196
Kristaps Porzingis;PF;DAL;24;50;30;20;1559;972;335;793;42.2;125;353;35.4;177;228;77.6;87;384;471;86;82;36;104;153;2004.2;23;0;297
Kevin Love;PF;CLE;31;55;16;39;1743;970;322;711;45.3;144;377;38.2;182;214;85;54;485;539;171;137;32;19;89;1889.3;23;0;-269
Marcus Morris Sr.;PF;LAC;30;54;21;33;1706;946;322;746;43.2;131;321;40.8;171;208;82.2;53;224;277;75;88;41;27;158;1506.9;3;0;-60
Duncan Robinson;PF;MIA;25;64;41;23;1914;851;283;600;47.2;240;530;45.3;45;50;90;9;199;208;89;59;33;15;177;1319.1;1;0;313
John Collins;PF;ATL;22;39;14;25;1276;835;332;572;58;58;141;41.1;113;138;81.9;107;283;390;60;70;29;63;133;1599;20;0;-158
Aaron Gordon;PF;ORL;24;57;27;30;1882;825;311;718;43.3;68;224;30.4;135;201;67.2;103;331;434;206;92;49;35;112;1814.8;19;1;-83
Eric Paschall;PF;GSW;23;59;14;45;1622;825;314;628;50;36;125;28.8;161;208;77.4;82;191;273;120;94;32;13;124;1373.6;4;0;-347
Davis Bertans;PF;WAS;27;53;19;34;1554;823;262;601;43.6;197;463;42.5;102;119;85.7;35;208;243;89;58;37;33;134;1400.1;1;0;-11
Robert Covington;PF;HOU;29;61;22;39;1826;784;276;639;43.2;147;420;35;85;106;80.2;52;338;390;73;91;94;78;191;1786.5;5;0;-28
Christian Wood;PF;DET;24;61;20;41;1286;778;274;490;55.9;51;136;37.5;179;238;75.2;103;280;383;58;81;31;52;97;1492.6;12;0;72
Nemanja Bjelica;PF;SAC;31;64;28;36;1821;759;287;604;47.5;125;295;42.4;60;73;82.2;107;305;412;179;92;54;33;193;1690.9;8;0;-38
Carmelo Anthony;PF;POR;35;49;21;28;1591;742;280;663;42.2;70;191;36.6;112;132;84.8;61;249;310;74;86;38;21;139;1316;4;0;-10
Lauri Markkanen;PF;CHI;22;49;17;32;1464;722;245;578;42.4;106;308;34.4;126;153;82.4;58;251;309;74;79;41;23;93;1316.8;3;0;-79
Jerami Grant;PF;DEN;25;62;41;21;1630;714;254;541;47;83;210;39.5;123;167;73.7;51;168;219;76;55;43;51;136;1317.8;0;0;-61
Al Horford;PF;PHI;33;59;34;25;1819;702;281;643;43.7;85;258;32.9;55;73;75.3;90;312;402;238;63;52;53;127;1793.4;5;0;113
P.J. Washington;PF;CHA;21;56;21;35;1706;691;260;566;45.9;83;218;38.1;88;134;65.7;54;253;307;121;91;50;42;152;1425.9;4;0;-223
Kyle Kuzma;PF;LAL;24;53;43;10;1305;660;248;579;42.8;70;234;29.9;94;128;73.4;48;189;237;68;82;20;21;102;1087.4;2;0;169
Thaddeus Young;PF;CHI;31;63;21;42;1570;651;266;595;44.7;78;220;35.5;41;70;58.6;93;218;311;114;100;91;23;132;1437.2;2;0;-203
Doug McDermott;PF;IND;28;62;37;25;1242;643;241;491;49.1;118;265;44.5;43;52;82.7;23;133;156;70;40;9;4;106;934.2;0;0;117
Brandon Clarke;PF;MEM;23;50;27;23;1086;602;254;408;62.3;21;52;40.4;73;93;78.5;78;214;292;72;46;26;42;82;1218.4;3;0;8
Rudy Gay;PF;SAS;33;59;24;35;1267;584;215;490;43.9;57;181;31.5;97;111;87.4;56;262;318;101;78;26;28;88;1201.1;4;0;-26
Dorian Finney-Smith;PF;DAL;26;63;38;25;1860;582;208;447;46.5;96;259;37.1;70;97;72.2;124;224;348;97;61;43;37;151;1324.1;3;0;271
Maxi Kleber;PF;DAL;28;64;38;26;1626;577;203;444;45.7;102;272;37.5;69;80;86.3;99;247;346;73;46;20;78;147;1349.7;2;0;129
Dario Saric;PF;PHX;25;57;24;33;1403;562;208;454;45.8;69;208;33.2;77;93;82.8;86;248;334;107;72;34;14;128;1195.3;8;0;-65
Marquese Chriss;PF;GSW;22;58;15;43;1169;538;207;380;54.5;8;39;20.5;116;152;76.3;111;244;355;112;77;39;62;121;1358;8;0;-195
Markieff Morris;PF;LAL;30;51;20;31;1091;524;189;423;44.7;81;209;38.8;65;83;78.3;31;162;193;73;74;27;14;118;914.1;1;0;-104
Paul Millsap;PF;DEN;35;42;26;16;1021;497;175;361;48.5;43;98;43.9;104;124;83.9;85;157;242;66;58;36;27;120;1017.4;4;0;229
Jabari Parker;PF;SAC;24;33;7;26;852;484;199;399;49.9;31;116;26.7;55;74;74.3;54;141;195;60;60;42;15;94;919;2;0;-136
P.J. Tucker;PF;HOU;34;63;39;24;2167;453;161;372;43.3;94;255;36.9;37;44;84.1;99;331;430;99;66;68;29;205;1342.5;6;0;142
Zion Williamson;PF;NOP;19;19;10;9;565;448;172;292;58.9;6;13;46.2;98;152;64.5;55;74;129;41;51;16;9;32;688.3;2;0;120
Trey Lyles;PF;SAS;24;62;26;36;1239;390;148;334;44.3;61;161;37.9;33;45;73.3;70;280;350;67;38;27;27;96;1034.5;1;0;-61
Royce O'Neale;PF;UTA;26;63;41;22;1830;385;135;310;43.5;80;204;39.2;35;47;74.5;22;310;332;161;49;46;27;176;1194.9;2;0;227
Ersan Ilyasova;PF;MIL;32;55;45;10;879;380;136;288;47.2;46;123;37.4;62;75;82.7;59;212;271;46;32;22;14;86;850.2;4;0;116
Dwight Powell;PF;DAL;28;40;25;15;1061;376;146;229;63.8;10;39;25.6;74;111;66.7;75;152;227;59;36;34;22;102;868.9;1;0;195
Omari Spellman;PF;MIN;22;49;11;38;886;370;127;295;43.1;43;110;39.1;73;92;79.3;77;142;219;47;54;33;24;63;820.3;1;0;-144
Michael Porter Jr.;PF;DEN;21;46;32;14;653;358;141;280;50.4;43;101;42.6;33;43;76.7;53;144;197;35;35;19;19;73;725.9;5;0;7
Mike Scott;PF;PHI;31;62;36;26;1100;354;128;315;40.6;73;203;36;25;29;86.2;55;165;220;45;24;19;5;83;733.5;0;0;93
Chris Boucher;PF;TOR;27;54;38;16;718;348;119;258;46.1;28;97;28.9;82;103;79.6;94;148;242;23;23;20;52;104;865.9;4;0;100
Draymond Green;PF;GSW;30;43;10;33;1222;345;123;316;38.9;36;129;27.9;63;83;75.9;23;243;266;266;98;59;33;110;1241.2;8;2;-193
JaMychal Green;PF;LAC;29;54;37;17;1104;343;120;294;40.8;71;198;35.9;32;44;72.7;73;265;338;41;44;25;20;141;901.1;6;0;147
Maurice Harkless;PF;NYK;26;60;38;22;1374;339;134;267;50.2;34;94;36.2;37;63;58.7;53;180;233;61;52;57;33;145;928.1;0;0;36
Jeff Green;PF;HOU;33;39;23;16;734;334;115;255;45.1;47;132;35.6;57;73;78.1;23;88;111;31;36;21;15;64;585.7;0;0;-63
Georges Niang;PF;UTA;26;57;38;19;760;328;117;257;45.5;75;180;41.7;19;22;86.4;12;95;107;35;26;12;5;63;533.9;0;0;-59
Marvin Williams;PF;MIL;33;52;20;32;1011;319;110;249;44.2;52;144;36.1;47;54;87;20;128;148;56;28;35;26;94;735.6;0;0;-93
Blake Griffin;PF;DET;30;18;8;10;512;279;88;250;35.2;27;111;24.3;76;98;77.6;17;67;84;59;40;7;7;27;470.3;2;0;-26
Juancho Hernangomez;PF;MIN;24;47;24;23;804;270;94;235;40;40;121;33.1;42;69;60.9;42;145;187;40;31;18;9;62;604.4;3;0;-59
Harry Giles III;PF;SAC;21;38;19;19;579;265;116;207;56;0;0;0;33;43;76.7;33;126;159;49;35;21;14;100;599.3;1;0;-101
James Johnson;PF;MIN;33;31;14;17;594;254;96;201;47.8;31;87;35.6;31;48;64.6;23;89;112;71;46;23;32;78;613.9;0;0;-71
Darius Bazley;PF;OKC;19;53;32;21;909;238;88;230;38.3;30;100;30;32;47;68.1;21;175;196;29;40;20;35;45;641.7;0;0;-65
Patrick Patterson;PF;LAC;30;50;33;17;598;228;74;185;40;53;139;38.1;27;34;79.4;30;89;119;31;17;6;3;41;427.3;0;0;74
John Henson;PF;DET;29;40;8;32;600;221;95;171;55.6;8;36;22.2;23;46;50;46;116;162;54;36;24;42;78;658.4;1;0;-19
Grant Williams;PF;BOS;21;61;42;19;967;218;80;192;41.7;21;85;24.7;37;51;72.5;58;107;165;62;46;27;33;148;643;0;0;153
Daniel Gafford;PF;CHI;21;42;14;28;588;215;92;132;69.7;0;0;0;31;59;52.5;50;52;102;20;27;13;53;97;538.4;0;0;-42
Jake Layman;PF;MIN;26;22;11;11;488;201;78;174;44.8;23;70;32.9;22;30;73.3;14;40;54;15;22;17;10;42;347.3;0;0;30
Skal Labissiere;PF;ATL;23;33;14;19;567;190;81;147;55.1;3;13;23.1;25;33;75.8;65;104;169;42;30;7;31;89;539.8;1;0;12
Semi Ojeleye;PF;BOS;25;60;40;20;870;188;64;154;41.6;35;94;37.2;25;28;89.3;23;95;118;31;11;18;5;62;434.1;0;0;-9
Marvin Bagley III;PF;SAC;20;13;2;11;334;185;78;167;46.7;4;22;18.2;25;31;80.6;29;68;97;10;18;6;12;43;352.4;3;0;-89
Anthony Tolliver;PF;MEM;34;46;22;24;714;160;53;152;34.9;38;118;32.2;16;23;69.6;30;102;132;33;29;15;11;64;416.9;1;0;-103
Kenrich Williams;PF;NOP;25;35;12;23;779;132;49;143;34.3;25;96;26;9;24;37.5;49;129;178;53;21;25;21;81;542.1;0;0;-48
Chris Silva;PF;MIA;23;41;27;14;307;120;43;69;62.3;0;2;0;34;49;69.4;54;55;109;21;31;9;18;80;332.3;0;0;-30
Gary Clark;PF;ORL;25;34;19;15;416;112;38;99;38.4;28;85;32.9;8;9;88.9;26;57;83;15;4;4;14;30;284.1;0;0;-8
Jordan Bell;PF;MEM;25;29;8;21;256;93;35;67;52.2;4;12;33.3;19;31;61.3;30;51;81;16;21;3;10;19;232.2;0;0;-8
D.J. Wilson;PF;MIL;24;30;27;3;259;90;36;91;39.6;12;49;24.5;6;9;66.7;9;50;59;21;14;2;5;22;199.3;0;0;-28
Cristiano Felicio;PF;CHI;27;22;6;16;386;86;34;54;63;0;2;0;18;23;78.3;55;47;102;16;18;10;2;34;250.4;0;0;-57
Al-Farouq Aminu;PF;ORL;29;18;7;11;380;78;25;86;29.1;9;36;25;19;29;65.5;24;63;87;21;17;18;8;27;274.9;1;0;-35
Jalen McDaniels;PF;CHA;22;14;6;8;236;73;28;59;47.5;7;20;35;10;13;76.9;14;41;55;10;8;7;3;31;176;0;0;-32
TJ Leaf;PF;IND;22;25;14;11;193;72;30;69;43.5;5;14;35.7;7;12;58.3;21;43;64;6;7;8;3;18;183.8;1;0;-3
Nicolas Claxton;PF;BKN;20;15;5;10;187;66;27;48;56.3;1;7;14.3;11;21;52.4;19;25;44;16;9;1;8;14;160.8;0;0;-67
Caleb Swanigan;PF;POR;22;26;11;15;277;65;28;47;59.6;0;2;0;9;17;52.9;26;69;95;30;36;3;7;61;218;0;0;-43
Wenyen Gabriel;PF;POR;22;27;8;19;209;60;20;46;43.5;6;20;30;14;20;70;18;28;46;8;16;10;6;35;159.2;0;0;-45
Drew Eubanks;PF;SAS;23;13;7;6;123;51;21;28;75;1;1;100;8;11;72.7;8;26;34;3;9;1;5;21;105.3;0;0;-42
Chimezie Metu;PF;SAS;22;16;7;9;73;46;20;35;57.1;0;1;0;6;8;75;10;16;26;6;5;1;4;4;96.2;0;0;12
Johnathan Motley;PF;LAC;24;13;8;5;41;28;11;15;73.3;1;1;100;5;7;71.4;3;7;10;8;5;3;0;6;56;0;0;3
