PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
Markieff Morris;PF;DET;30;32;11;21;712;339;124;271;45.8;53;132;40.2;38;51;74.5;18;107;125;52;55;20;7;75;593;0;0;-126
Maxi Kleber;PF;DAL;27;38;23;15;941;338;116;250;46.4;62;156;39.7;44;51;86.3;58;148;206;40;30;12;33;87;750.2;1;0;94
Dwight Powell;PF;DAL;28;36;22;14;965;329;126;203;62.1;9;37;24.3;68;104;65.4;64;139;203;53;34;33;22;95;783.1;1;0;188
P.J. Tucker;PF;HOU;34;38;26;12;1329;310;113;241;46.9;59;158;37.3;25;32;78.1;60;218;278;53;40;43;17;120;863.1;5;0;102
Omari Spellman;PF;GSW;22;38;8;30;664;296;103;227;45.4;34;79;43;56;71;78.9;70;116;186;38;45;28;21;45;678.2;1;0;-68
Ersan Ilyasova;PF;MIL;32;37;31;6;622;294;105;212;49.5;35;96;36.5;49;60;81.7;44;150;194;37;20;15;12;54;643.3;4;0;111
Blake Griffin;PF;DET;30;18;8;10;512;279;88;250;35.2;27;111;24.3;76;98;77.6;17;67;84;59;40;7;7;27;470.3;2;0;-26
Marquese Chriss;PF;GSW;22;37;9;28;655;272;97;200;48.5;5;22;22.7;73;96;76;69;132;201;70;52;22;33;72;731.2;3;0;-127
Draymond Green;PF;GSW;29;30;8;22;871;259;92;238;38.7;25;92;27.2;50;67;74.6;18;174;192;168;71;46;23;77;877.4;6;2;-165
Royce O'Neale;PF;UTA;26;39;27;12;1142;251;90;186;48.4;53;116;45.7;18;22;81.8;9;184;193;95;32;33;11;115;725.1;2;0;214
Marvin Williams;PF;CHA;33;34;12;22;680;244;83;176;47.2;39;100;39;39;44;88.6;13;79;92;33;22;24;16;60;501.9;0;0;-95
Mike Scott;PF;PHI;31;40;25;15;750;240;88;214;41.1;48;140;34.3;16;19;84.2;30;101;131;24;14;13;3;52;467.2;0;0;91
John Collins;PF;ATL;22;14;3;11;427;238;94;192;49;19;57;33.3;31;41;75.6;30;106;136;23;23;11;30;44;535.7;5;0;-88
Jeff Green;PF;UTA;33;30;18;12;553;233;75;195;38.5;34;104;32.7;49;63;77.8;14;67;81;20;27;12;10;46;399.2;0;0;-107
Maurice Harkless;PF;LAC;26;40;27;13;916;226;92;177;52;20;59;33.9;22;40;55;39;113;152;41;37;44;27;98;645.9;0;0;6
Chris Boucher;PF;TOR;27;36;24;12;475;224;76;168;45.2;20;61;32.8;52;71;73.2;71;92;163;16;15;13;34;62;569.6;3;0;60
JaMychal Green;PF;LAC;29;31;21;10;656;213;74;182;40.7;44;124;35.5;21;25;84;47;149;196;23;29;15;12;82;534.7;4;0;109
Skal Labissiere;PF;POR;23;33;14;19;567;190;81;147;55.1;3;13;23.1;25;33;75.8;65;104;169;42;30;7;31;89;539.8;1;0;12
Georges Niang;PF;UTA;26;33;24;9;430;185;66;137;48.2;44;95;46.3;9;12;75;7;57;64;17;14;6;4;43;303.3;0;0;-100
Trey Lyles;PF;SAS;24;38;17;21;646;182;69;167;41.3;29;87;33.3;15;22;68.2;45;172;217;45;23;10;12;49;552.9;0;0;-41
Patrick Patterson;PF;LAC;30;35;22;13;492;178;59;150;39.3;43;115;37.4;17;24;70.8;25;74;99;26;11;6;3;29;351.8;0;0;61
Michael Porter Jr.;PF;DEN;21;30;22;8;326;177;74;136;54.4;17;46;37;12;17;70.6;26;59;85;13;24;5;12;44;325.5;0;0;-20
Darius Bazley;PF;OKC;19;39;22;17;657;160;58;166;34.9;27;85;31.8;17;26;65.4;15;130;145;19;34;15;26;38;451.5;0;0;-72
Jake Layman;PF;MIN;25;14;8;6;369;147;61;132;46.2;19;54;35.2;6;10;60;12;29;41;11;18;12;10;31;260.7;0;0;15
Daniel Gafford;PF;CHI;21;30;11;19;389;141;62;93;66.7;0;0;0;17;34;50;36;37;73;13;15;8;40;56;377.1;0;0;-59
Kenrich Williams;PF;NOP;25;35;12;23;779;132;49;143;34.3;25;96;26;9;24;37.5;49;129;178;53;21;25;21;81;542.1;0;0;-48
Marvin Bagley III;PF;SAC;20;9;2;7;212;123;50;109;45.9;3;14;21.4;20;25;80;18;44;62;6;13;4;8;26;229.4;2;0;-57
Grant Williams;PF;BOS;21;35;26;9;534;111;39;103;37.9;8;46;17.4;25;36;69.4;26;53;79;35;29;14;16;81;319.3;0;0;126
Chris Silva;PF;MIA;23;30;21;9;249;104;38;55;69.1;0;2;0;28;41;68.3;46;46;92;15;29;6;16;65;273.9;0;0;3
Anthony Tolliver;PF;POR;34;30;12;18;503;102;32;100;32;25;79;31.6;13;18;72.2;21;73;94;27;21;8;9;46;285.3;0;0;-150
Semi Ojeleye;PF;BOS;25;35;25;10;504;92;32;82;39;19;51;37.3;9;12;75;12;50;62;17;6;12;2;39;227.9;0;0;32
Al-Farouq Aminu;PF;ORL;29;18;7;11;380;78;25;86;29.1;9;36;25;19;29;65.5;24;63;87;21;17;18;8;27;274.9;1;0;-35
John Henson;PF;CLE;29;18;6;12;236;77;34;63;54;2;14;14.3;7;18;38.9;19;48;67;26;13;11;22;28;282.4;0;0;-34
Jordan Bell;PF;MIN;25;24;8;16;219;77;29;56;51.8;2;8;25;17;29;58.6;27;46;73;14;18;2;9;14;200.6;0;0;-30
D.J. Wilson;PF;MIL;23;23;21;2;218;76;31;73;42.5;11;44;25;3;5;60;6;40;46;16;11;0;4;17;156.2;0;0;-14
Harry Giles III;PF;SAC;21;14;6;8;158;73;31;69;44.9;0;0;0;11;12;91.7;11;29;40;15;17;9;4;35;165.5;0;0;-31
Juancho Hernangomez;PF;DEN;24;24;14;10;285;72;26;73;35.6;12;45;26.7;8;17;47.1;13;46;59;17;10;2;3;18;173.3;0;0;26
Gary Clark;PF;HOU;25;18;12;6;212;70;23;59;39;18;51;35.3;6;7;85.7;11;29;40;12;2;2;7;21;161;0;0;13
TJ Leaf;PF;IND;22;21;13;8;177;65;27;65;41.5;5;14;35.7;6;10;60;20;39;59;6;6;7;3;16;168.8;1;0;-6
James Johnson;PF;MIA;32;9;4;5;123;57;20;34;58.8;9;16;56.3;8;13;61.5;7;17;24;8;7;3;5;14;114.8;0;0;27
Chimezie Metu;PF;SAS;22;11;5;6;41;30;13;22;59.1;0;0;0;4;6;66.7;8;9;17;3;1;1;3;1;65.9;0;0;17
Nicolas Claxton;PF;BKN;20;10;4;6;120;27;11;22;50;0;5;0;5;12;41.7;8;14;22;11;6;1;5;10;81.9;0;0;-30
Zach Collins;PF;POR;22;3;2;1;86;27;9;19;47.4;3;7;42.9;6;6;100;4;8;12;6;6;0;2;11;50.4;0;0;19
Drew Eubanks;PF;SAS;22;7;5;2;38;21;9;14;64.3;0;0;0;3;3;100;6;10;16;2;4;0;1;5;42.2;0;0;-36
Wenyen Gabriel;PF;SAC;22;11;2;9;61;19;6;17;35.3;1;8;12.5;6;10;60;4;6;10;3;5;3;2;7;45.5;0;0;-27
Alize Johnson;PF;IND;23;11;8;3;46;18;7;14;50;0;0;0;4;6;66.7;6;9;15;2;1;0;0;6;38;0;0;6
Tyler Cook;PF;CLE;22;6;2;4;17;12;5;6;83.3;0;0;0;2;2;100;3;2;5;0;1;1;0;1;20;0;0;-6
Amile Jefferson;PF;ORL;26;13;4;9;63;10;3;9;33.3;0;0;0;4;8;50;8;12;20;4;3;0;3;6;46;0;0;25
Johnathan Motley;PF;LAC;24;7;5;2;17;9;3;5;60;1;1;100;2;2;100;1;1;2;5;4;3;0;5;23.9;0;0;-6
Dean Wade;PF;CLE;23;5;0;5;27;8;3;4;75;2;2;100;0;0;0;1;5;6;0;2;1;0;5;16.2;0;0;17
Caleb Swanigan;PF;SAC;22;7;3;4;23;5;2;4;50;0;0;0;1;2;50;2;5;7;2;6;1;2;8;19.4;0;0;-13
Ryan Anderson;PF;HOU;31;2;1;1;14;5;2;7;28.6;1;5;20;0;0;0;0;7;7;2;1;1;0;1;18.4;0;0;7
Udonis Haslem;PF;MIA;39;2;2;0;11;5;1;1;100;0;0;0;3;4;75;0;3;3;0;0;0;0;3;8.6;0;0;-7
Jalen McDaniels;PF;CHA;21;2;0;2;7;4;2;5;40;0;1;0;0;0;0;1;0;1;0;0;0;0;0;5.2;0;0;0
Juwan Morgan;PF;UTA;22;7;5;2;28;4;2;5;40;0;3;0;0;0;0;0;4;4;1;2;0;1;2;11.3;0;0;2
