PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
Devon Hall;SG;OKC;24;5;3;2;20;5;1;5;20;0;2;0;3;4;75;0;1;1;3;1;0;0;1;9.7;0;0;20
Max Strus;SG;CHI;23;2;0;2;6;5;2;3;66.7;0;1;0;1;1;100;1;0;1;0;0;0;0;1;6.2;0;0;15
Daryl Macon;SG;MIA;24;4;4;0;14;3;1;3;33.3;1;2;50;0;0;0;0;0;0;1;2;0;0;1;2.5;0;0;0
Brian Bowen II;SG;IND;21;3;2;1;10;2;1;4;25;0;1;0;0;0;0;0;1;1;0;0;0;1;0;6.2;0;0;3
DaQuan Jeffries;SG;SAC;22;2;0;2;11;2;1;1;100;0;0;0;0;0;0;1;0;1;1;0;0;0;1;4.7;0;0;5
Khyri Thomas;SG;DET;23;2;1;1;6;1;0;0;0;0;0;0;1;2;50;0;0;0;0;0;0;0;0;1;0;0;-4
John Konchar;SG;MEM;23;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1.2;0;0;-7
Miye Oni;SG;UTA;22;3;2;1;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0.2;0;0;-12
Talen Horton-Tucker;SG;LAL;19;2;1;1;5;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;6;0;0;-7
Zach Norvell Jr.;SG;LAL;22;2;2;0;5;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1.2;0;0;-4
LeBron James;SF;LAL;35;35;29;6;1229;873;336;691;48.6;71;210;33.8;130;192;67.7;38;237;275;385;131;45;19;64;1841.5;28;9;306
Tobias Harris;SF;PHI;27;38;24;14;1290;739;289;594;48.7;62;175;35.4;99;123;80.5;29;217;246;115;62;29;25;95;1306.7;4;0;130
Bojan Bogdanovic;SF;UTA;30;35;24;11;1174;731;237;540;43.9;104;249;41.8;153;171;89.5;24;130;154;70;99;23;4;67;1002.8;0;0;198
Kawhi Leonard;SF;LAC;28;28;21;7;893;707;247;551;44.8;49;139;35.3;164;184;89.1;31;181;212;143;93;51;15;55;1280.9;8;0;223
T.J. Warren;SF;IND;26;37;23;14;1205;678;269;531;50.7;46;124;37.1;94;112;83.9;35;106;141;50;45;37;16;97;1036.2;0;0;104
Andrew Wiggins;SF;MIN;24;27;11;16;962;659;246;557;44.2;58;181;32;109;145;75.2;36;111;147;89;67;20;29;66;1048.9;1;0;-15
Kelly Oubre Jr.;SF;PHX;24;36;14;22;1212;657;234;509;46;65;183;35.5;124;157;79;46;174;220;61;56;55;25;113;1196.5;6;0;-7
Jimmy Butler;SF;MIA;30;31;23;8;1096;633;181;422;42.9;24;89;27;247;301;82.1;65;149;214;205;81;63;17;41;1356.3;6;3;210
Paul George;SF;LAC;29;26;19;7;799;610;198;462;42.9;94;238;39.5;120;132;90.9;12;143;155;97;85;38;12;65;1006.5;2;0;110
Harrison Barnes;SF;SAC;27;37;14;23;1301;580;196;436;45;52;145;35.9;136;171;79.5;36;149;185;82;50;25;6;45;968;3;0;-20
Khris Middleton;SF;MIL;28;31;25;6;880;579;216;454;47.6;65;167;38.9;82;91;90.1;28;147;175;118;64;29;6;72;1007;1;0;249
Dillon Brooks;SF;MEM;23;37;15;22;1028;539;193;475;40.6;74;194;38.1;79;95;83.2;35;88;123;76;61;37;12;142;886.6;0;0;-93
Miles Bridges;SF;CHA;21;39;15;24;1190;473;182;413;44.1;56;161;34.8;53;66;80.3;48;167;215;72;62;23;28;85;930;3;0;-346
Glenn Robinson III;SF;GSW;25;37;8;29;1181;446;177;390;45.4;47;119;39.5;45;54;83.3;51;122;173;59;34;33;9;68;834.1;1;0;-232
De'Andre Hunter;SF;ATL;22;36;8;28;1144;444;161;400;40.3;61;175;34.9;61;79;77.2;16;119;135;63;60;23;9;93;736.5;1;0;-197
Taurean Prince;SF;BKN;25;35;16;19;1062;417;150;412;36.4;85;239;35.6;32;41;78;31;205;236;74;72;32;15;95;880.2;7;0;17
Jonathan Isaac;SF;ORL;22;32;13;19;949;384;149;322;46.3;30;91;33;56;73;76.7;57;165;222;44;47;50;78;79;1053.4;5;0;10
OG Anunoby;SF;TOR;22;35;23;12;1043;383;153;310;49.4;47;132;35.6;30;48;62.5;36;169;205;58;46;38;26;88;862;4;0;145
Joe Ingles;SF;UTA;32;36;24;12;1081;378;132;297;44.4;77;187;41.2;37;46;80.4;14;144;158;164;70;33;6;79;860.6;2;0;106
Cedi Osman;SF;CLE;24;36;10;26;1036;376;141;319;44.2;64;167;38.3;30;48;62.5;15;103;118;76;50;33;12;81;716.6;0;0;-178
Jae Crowder;SF;MEM;29;35;13;22;1073;372;125;333;37.5;69;225;30.7;53;70;75.7;32;182;214;106;46;31;14;73;876.8;5;0;-125
Rui Hachimura;SF;WAS;21;25;8;17;729;348;146;303;48.2;10;48;20.8;46;54;85.2;39;106;145;40;20;18;3;57;625;2;0;-204
Josh Hart;SF;NOP;24;30;8;22;825;323;109;265;41.1;65;187;34.8;40;54;74.1;25;145;170;43;35;30;9;84;673.5;3;0;-62
Danuel House Jr.;SF;HOU;26;29;20;9;892;320;111;256;43.4;63;166;38;35;46;76.1;33;84;117;38;27;28;16;64;622.4;0;0;105
Gordon Hayward;SF;BOS;29;18;13;5;571;300;122;232;52.6;26;73;35.6;30;36;83.3;19;95;114;76;30;13;8;33;583.8;4;0;113
Kent Bazemore;SF;POR;30;37;15;22;934;293;99;277;35.7;50;141;35.5;45;56;80.4;11;137;148;51;52;34;28;106;681.1;0;0;-12
Cameron Johnson;SF;PHX;23;33;13;20;676;273;94;221;42.5;61;153;39.9;24;31;77.4;31;71;102;32;22;16;9;53;496.4;0;0;-69
Cam Reddish;SF;ATL;20;33;7;26;846;264;90;282;31.9;33;125;26.4;51;65;78.5;21;104;125;52;57;32;14;62;573;0;0;-199
Kevin Knox II;SF;NYK;20;35;10;25;678;264;90;234;38.5;43;124;34.7;41;60;68.3;12;93;105;39;25;18;17;54;528.5;0;0;-124
Tony Snell;SF;DET;28;33;11;22;846;259;93;203;45.8;60;141;42.6;13;13;100;6;50;56;44;14;14;5;57;435.2;0;0;-161
Mikal Bridges;SF;PHX;23;36;14;22;804;254;92;185;49.7;18;61;29.5;52;63;82.5;31;110;141;48;30;49;14;71;654.2;0;0;44
James Ennis III;SF;PHI;29;37;24;13;659;246;86;191;45;33;91;36.3;41;53;77.4;43;84;127;35;24;17;12;76;513.9;0;0;21
Rondae Hollis-Jefferson;SF;TOR;25;28;18;10;573;240;89;182;48.9;2;11;18.2;60;79;75.9;62;85;147;43;30;24;11;59;555.9;2;0;49
Rodney Hood;SF;POR;27;21;8;13;619;230;87;172;50.6;35;71;49.3;21;27;77.8;10;62;72;32;19;17;4;46;408.4;0;0;5
Solomon Hill;SF;MEM;28;35;15;20;680;207;73;183;39.9;42;112;37.5;19;26;73.1;20;90;110;67;30;27;5;54;505.5;0;0;-31
Justin Jackson;SF;DAL;24;32;21;11;501;200;75;184;40.8;29;95;30.5;21;26;80.8;13;69;82;20;5;7;4;38;356.4;0;0;57
Derrick Jones Jr.;SF;MIA;22;22;16;6;535;189;70;144;48.6;12;53;22.6;37;50;74;18;67;85;21;17;26;13;53;422.5;0;0;-34
Abdel Nader;SF;OKC;26;28;18;10;470;179;63;135;46.7;27;71;38;26;33;78.8;8;38;46;18;25;9;10;38;293.2;0;0;-24
Keita Bates-Diop;SF;MIN;23;23;7;16;417;163;56;129;43.4;24;62;38.7;27;37;73;11;51;62;10;9;11;10;22;306.4;0;0;-102
Trevor Ariza;SF;SAC;34;28;11;17;680;161;55;140;39.3;37;103;35.9;14;19;73.7;19;107;126;41;25;29;7;53;456.7;0;0;-53
Kyle Anderson;SF;MEM;26;31;13;18;541;158;63;139;45.3;6;26;23.1;26;41;63.4;32;96;128;71;26;20;14;46;494.1;0;0;-61
Vince Carter;SF;ATL;42;30;7;23;476;150;54;164;32.9;30;109;27.5;12;17;70.6;6;54;60;32;18;8;12;51;312;0;0;-49
Isaac Bonga;SF;WAS;20;31;10;21;501;127;47;93;50.5;6;21;28.6;27;36;75;29;62;91;32;17;19;8;65;348.2;0;0;-15
Justise Winslow;SF;MIA;23;10;6;4;337;124;50;127;39.4;6;26;23.1;18;27;66.7;16;55;71;43;23;6;4;36;280.7;1;0;53
Mario Hezonja;SF;POR;24;27;11;16;451;124;43;113;38.1;11;37;29.7;27;33;81.8;16;93;109;23;21;16;4;60;328.3;1;0;-73
Cody Martin;SF;CHA;24;29;10;19;427;117;40;98;40.8;8;38;21.1;29;42;69;17;59;76;34;17;22;5;43;323.2;0;0;3
Otto Porter Jr.;SF;CHI;26;9;3;6;226;101;35;84;41.7;16;40;40;15;20;75;8;23;31;14;7;9;3;20;188.2;0;0;7
Kelan Martin;SF;MIN;24;16;8;8;281;96;38;104;36.5;15;55;27.3;5;5;100;4;51;55;9;6;3;5;32;193.5;0;0;-4
