PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
Devonte' Graham;PG;CHA;25;63;23;40;2211;1145;368;963;38.2;218;585;37.3;191;233;82;42;170;212;471;181;62;15;115;2155.9;17;0;-184
T.J. Warren;SF;IND;26;61;38;23;1984;1140;460;869;52.9;69;184;37.5;151;186;81.2;61;181;242;87;77;70;27;170;1774.9;0;0;57
Terry Rozier;PG;CHA;25;63;21;42;2164;1134;398;941;42.3;172;423;40.7;166;190;87.4;50;226;276;259;141;61;10;126;1925.7;2;0;-397
Lou Williams;SG;LAC;33;60;41;19;1757;1119;367;883;41.6;107;295;36.3;278;322;86.3;28;158;186;344;172;40;10;77;1836.2;2;0;213
Chris Paul;PG;OKC;34;63;40;23;2003;1114;394;805;48.9;101;279;36.2;225;250;90;21;289;310;426;137;98;9;139;2309;10;0;295
Jimmy Butler;SF;MIA;30;54;36;18;1851;1093;328;722;45.4;29;117;24.8;408;490;83.3;98;261;359;331;118;92;29;74;2265.3;10;3;225
Jrue Holiday;SG;NOP;29;55;24;31;1922;1076;421;931;45.2;115;322;35.7;119;170;70;70;198;268;378;158;92;44;125;2214.6;10;1;39
Kemba Walker;PG;BOS;29;50;33;17;1592;1060;350;832;42.1;165;438;37.7;195;225;86.7;33;171;204;247;107;47;25;77;1784.3;2;0;241
Danilo Gallinari;PF;OKC;31;55;33;22;1690;1057;329;749;43.9;165;403;40.9;234;264;88.6;32;270;302;113;70;40;4;66;1650.9;3;0;196
Bam Adebayo;C;MIA;22;65;41;24;2234;1053;408;719;56.7;1;13;7.7;236;342;69;165;518;683;333;185;78;85;164;2676.1;39;3;207
Nikola Vucevic;C;ORL;29;54;25;29;1763;1052;428;910;47;82;249;32.9;114;146;78.1;130;466;596;202;77;46;47;121;2272.2;36;0;5
Kelly Oubre Jr.;SF;PHX;24;56;22;34;1933;1046;373;826;45.2;108;307;35.2;192;246;78;67;294;361;85;83;71;40;192;1856.7;9;0;-27
Ja Morant;PG;MEM;20;59;31;28;1772;1041;393;800;49.1;51;139;36.7;204;265;77;44;164;208;409;191;54;15;90;1920.1;11;1;-8
D'Angelo Russell;SG;MIN;24;45;11;34;1452;1039;360;846;42.6;158;431;36.7;161;199;80.9;17;160;177;285;147;48;13;86;1714.9;3;0;-252
Jamal Murray;PG;DEN;23;55;37;18;1804;1033;385;846;45.5;105;304;34.5;158;177;89.3;42;175;217;266;124;64;16;97;1808.4;2;0;247
Joel Embiid;C;PHI;26;44;28;16;1329;1031;332;701;47.4;56;161;34.8;311;382;81.4;122;398;520;137;135;38;58;151;2013.5;34;0;130
Kyle Lowry;PG;TOR;33;52;36;16;1901;1026;309;741;41.7;153;432;35.4;255;296;86.1;30;221;251;399;154;70;22;168;2047.7;14;2;252
Jaylen Brown;SG;BOS;23;50;33;17;1702;1022;378;772;49;107;281;38.1;159;216;73.6;54;264;318;109;116;56;16;151;1667.1;6;0;193
Dillon Brooks;SF;MEM;24;65;32;33;1851;1020;372;925;40.2;132;358;36.9;144;178;80.9;61;152;213;128;108;57;25;246;1605.6;0;0;-37
Andre Drummond;C;CLE;26;57;21;36;1878;1010;418;784;53.3;5;35;14.3;169;294;57.5;250;614;864;152;203;109;93;201;2677.8;47;0;-191
LaMarcus Aldridge;C;SAS;34;53;23;30;1754;1001;391;793;49.3;61;157;38.9;158;191;82.7;103;289;392;129;74;36;87;128;1959.9;14;0;-129
Tim Hardaway Jr.;SG;DAL;28;63;38;25;1815;998;346;792;43.7;185;455;40.7;121;151;80.1;23;175;198;124;61;39;5;105;1492.6;0;0;342
Hassan Whiteside;C;POR;30;61;29;32;1911;993;418;676;61.8;4;7;57.1;153;225;68;244;625;869;74;117;24;187;179;2662.8;51;0;94
Kevin Love;PF;CLE;31;56;16;40;1780;987;327;727;45;146;390;37.4;187;219;85.4;54;493;547;178;140;33;19;90;1926.4;23;0;-269
Kristaps Porzingis;PF;DAL;24;51;30;21;1597;981;339;808;42;126;361;34.9;177;228;77.6;89;394;483;89;84;36;106;157;2036.1;23;0;296
Kendrick Nunn;SG;MIA;24;62;40;22;1846;970;381;850;44.8;131;362;36.2;77;92;83.7;19;149;168;210;101;51;11;142;1571.6;0;0;107
Marcus Morris Sr.;PF;LAC;30;55;22;33;1728;955;325;750;43.3;133;324;41;172;209;82.3;55;226;281;77;88;42;27;161;1526.7;3;0;-33
Jordan Clarkson;SG;UTA;27;63;31;32;1527;952;350;753;46.5;130;353;36.8;122;145;84.1;47;120;167;124;82;43;15;92;1430.4;0;0;14
Harrison Barnes;SF;SAC;27;64;28;36;2231;941;326;711;45.9;93;243;38.3;196;244;80.3;61;245;306;152;80;38;10;82;1600.2;3;0;-54
Rudy Gobert;C;UTA;27;62;40;22;2142;934;353;506;69.8;0;0;0;228;367;62.1;211;639;850;93;120;47;124;196;2486.5;45;0;270
Terrence Ross;SG;ORL;29;63;29;34;1723;930;316;777;40.7;162;454;35.7;136;161;84.5;13;190;203;74;62;69;22;95;1495.6;0;0;-67
Karl-Anthony Towns;C;MIN;24;35;10;25;1187;926;316;622;50.8;114;277;41.2;180;226;79.6;95;283;378;153;110;33;42;117;1724.1;24;0;-15
Jonas Valanciunas;C;MEM;27;62;30;32;1630;922;385;657;58.6;29;79;36.7;123;168;73.2;190;506;696;109;107;25;69;159;2095.7;33;0;6
De'Aaron Fox;PG;SAC;22;45;19;26;1426;920;329;692;47.5;47;153;30.7;215;306;70.3;30;151;181;304;141;64;23;129;1713.2;8;0;-80
Jaren Jackson Jr.;C;MEM;20;54;28;26;1512;914;328;701;46.8;135;340;39.7;123;166;74.1;53;201;254;76;94;36;87;219;1607.8;3;0;-113
Derrick Rose;PG;DET;31;50;17;33;1298;904;369;753;49;45;147;30.6;121;139;87.1;27;94;121;278;126;40;16;49;1508.2;4;0;-84
Ben Simmons;PG;PHI;23;54;33;21;1930;902;361;617;58.5;2;6;33.3;178;284;62.7;108;315;423;442;192;115;32;173;2321.6;30;6;79
Alec Burks;SG;PHI;28;59;17;42;1612;891;283;701;40.4;100;273;36.6;225;251;89.6;43;219;262;171;85;58;17;120;1601.9;1;0;-274
John Collins;PF;ATL;22;41;15;26;1363;885;353;605;58.3;59;147;40.1;120;150;80;116;300;416;60;75;31;66;138;1690.2;22;0;-165
Paul George;SF;LAC;29;42;30;12;1222;880;291;674;43.2;133;333;39.9;165;187;88.2;22;219;241;162;113;56;20;101;1527.2;5;0;209
Joe Harris;SG;BKN;28;63;30;33;1946;878;332;705;47.1;152;369;41.2;62;83;74.7;60;212;272;130;93;38;16;138;1468.4;0;0;111
Will Barton;SG;DEN;29;58;38;20;1916;874;332;738;45;108;288;37.5;102;133;76.7;76;289;365;212;88;61;29;121;1812;7;0;244
Goran Dragic;PG;MIA;33;54;34;20;1531;868;290;663;43.7;118;313;37.7;170;221;76.9;26;140;166;273;133;31;8;105;1460.7;3;0;109
Eric Bledsoe;PG;MIL;30;56;47;9;1524;865;319;662;48.2;70;201;34.8;157;193;81.3;41;218;259;302;140;53;25;120;1722.8;2;0;456
Duncan Robinson;PF;MIA;25;65;41;24;1949;863;286;613;46.7;243;543;44.8;48;53;90.6;9;203;212;91;60;35;15;179;1343.9;1;0;315
Coby White;PG;CHI;20;65;22;43;1674;859;312;792;39.4;133;376;35.4;102;129;79.1;28;202;230;175;109;49;6;117;1453.5;0;0;-163
Fred VanVleet;SG;TOR;26;48;35;13;1719;845;287;701;40.9;131;338;38.8;140;166;84.3;18;162;180;317;110;91;13;118;1738.5;6;0;191
Miles Bridges;SF;CHA;21;65;23;42;1996;843;319;753;42.4;99;300;33;106;131;80.9;88;274;362;114;95;40;48;132;1617.4;4;0;-397
Eric Paschall;PF;GSW;23;60;14;46;1654;837;318;640;49.7;37;129;28.7;164;212;77.4;82;193;275;127;94;32;13;125;1398.5;4;0;-375
Davis Bertans;PF;WAS;27;54;20;34;1583;834;265;610;43.4;200;472;42.4;104;122;85.2;35;210;245;92;59;37;33;139;1417;1;0;-14
Aaron Gordon;PF;ORL;24;58;28;30;1914;833;314;726;43.3;68;226;30.1;137;203;67.5;103;338;441;215;94;50;36;116;1848.7;19;1;-96
Christian Wood;PF;DET;24;62;20;42;1325;810;288;508;56.7;54;140;38.6;180;242;74.4;104;286;390;60;84;34;54;98;1548;12;0;68
JJ Redick;SG;NOP;35;54;24;30;1425;805;251;558;45;156;345;45.2;147;163;90.2;9;131;140;108;65;19;9;86;1154;0;0;13
RJ Barrett;SG;NYK;19;56;17;39;1704;803;292;727;40.2;63;197;32;156;254;61.4;50;229;279;143;124;55;17;122;1444.3;2;0;-326
Serge Ibaka;C;TOR;30;50;36;14;1377;801;323;623;51.8;66;166;39.8;89;119;74.8;104;310;414;73;100;24;42;138;1505.3;19;0;123
Robert Covington;PF;HOU;29;62;23;39;1867;794;280;648;43.2;148;424;34.9;86;108;79.6;54;343;397;74;93;95;80;196;1813.4;5;0;-9
Malcolm Brogdon;PG;IND;27;48;30;18;1472;784;289;659;43.9;61;195;31.3;145;162;89.5;40;186;226;343;115;33;8;88;1577.7;9;0;94
De'Andre Hunter;SF;ATL;22;63;19;44;2018;778;280;683;41;108;304;35.5;110;144;76.4;44;242;286;112;103;44;18;182;1372.2;3;0;-261
Gordon Hayward;SF;BOS;29;45;29;16;1501;778;305;607;50.2;74;189;39.2;94;111;84.7;45;249;294;185;79;35;20;81;1494.3;8;0;280
Taurean Prince;SF;BKN;25;64;30;34;1857;773;278;739;37.6;146;431;33.9;71;89;79.8;50;331;381;116;127;57;25;159;1523.2;8;0;71
Markelle Fultz;SG;ORL;21;64;30;34;1813;772;320;676;47.3;30;118;25.4;102;141;72.3;35;178;213;334;131;83;10;126;1676.6;3;1;-48
Bogdan Bogdanovic;SG;SAC;27;53;26;27;1510;767;277;639;43.3;137;380;36.1;76;105;72.4;17;154;171;169;89;54;14;115;1340.7;2;0;-56
Carmelo Anthony;PF;POR;35;50;22;28;1623;763;289;679;42.6;72;194;37.1;113;134;84.3;61;252;313;79;87;40;23;142;1359.1;4;0;3
Nemanja Bjelica;PF;SAC;31;64;28;36;1821;759;287;604;47.5;125;295;42.4;60;73;82.2;107;305;412;179;92;54;33;193;1690.9;8;0;-38
Ricky Rubio;PG;PHX;29;57;24;33;1802;744;252;611;41.2;66;188;35.1;174;204;85.3;42;223;265;507;155;88;9;143;1958.5;21;2;131
Jerami Grant;PF;DEN;26;64;42;22;1676;742;263;558;47.1;88;220;40;128;172;74.4;53;174;227;79;55;44;52;141;1365.9;0;0;-78
Seth Curry;SG;DAL;29;59;36;23;1448;742;266;532;50;136;300;45.3;74;88;84.1;26;113;139;119;60;36;8;101;1159.3;0;0;189
Lauri Markkanen;PF;CHI;22;50;18;32;1492;737;251;591;42.5;109;317;34.4;126;153;82.4;60;253;313;74;81;42;23;96;1337.6;3;0;-68
Patty Mills;PG;SAS;31;63;27;36;1430;735;247;576;42.9;148;389;38;93;108;86.1;19;80;99;112;51;52;6;98;1144.8;0;0;113
Darius Garland;PG;CLE;20;59;17;42;1824;728;280;699;40.1;105;296;35.5;63;72;87.5;27;84;111;229;151;42;4;92;1191.7;1;0;-295
Al Horford;PF;PHI;33;60;35;25;1848;722;289;654;44.2;89;264;33.7;55;73;75.3;92;320;412;244;65;52;55;128;1838.4;6;0;117
Norman Powell;SG;TOR;26;44;33;11;1269;721;259;516;50.2;94;236;39.8;109;130;83.8;23;138;161;78;64;55;17;93;1183.2;0;0;179
Cedi Osman;SF;CLE;24;65;19;46;1910;718;266;609;43.7;123;321;38.3;63;94;67;39;192;231;154;91;54;16;160;1345.2;2;0;-350
Marcus Smart;SG;BOS;26;53;34;19;1721;714;240;632;38;128;368;34.8;106;127;83.5;40;164;204;257;89;86;27;142;1594.3;3;0;241
P.J. Washington;PF;CHA;21;58;22;36;1759;710;268;589;45.5;86;230;37.4;88;136;64.7;58;258;316;123;93;51;44;158;1465.7;4;0;-221
Glenn Robinson III;SF;PHI;26;60;17;43;1744;708;281;578;48.6;74;191;38.7;72;83;86.7;78;182;260;96;53;53;16;97;1318;1;0;-292
Bryn Forbes;SG;SAS;26;63;27;36;1579;707;242;581;41.7;148;381;38.8;75;90;83.3;12;114;126;108;57;33;0;113;1062.2;0;0;-216
Lonzo Ball;PG;NOP;22;56;24;32;1817;695;259;628;41.2;139;363;38.3;38;67;56.7;63;285;348;392;172;80;30;110;1858.6;12;3;28
Caris LeVert;SG;BKN;25;39;18;21;1131;692;252;609;41.4;72;189;38.1;116;161;72;40;119;159;159;98;44;7;72;1176.3;1;1;-15
Kevin Huerter;SG;ATL;21;56;19;37;1760;684;252;610;41.3;127;334;38;53;64;82.8;35;193;228;213;87;51;27;139;1424.1;2;0;-242
Tristan Thompson;C;CLE;29;57;19;38;1722;684;288;562;51.2;9;23;39.1;99;161;61.5;226;351;577;120;103;33;50;124;1702.4;25;0;-378
Jarrett Allen;C;BKN;21;64;30;34;1647;681;267;413;64.6;0;5;0;147;237;62;195;410;605;85;72;37;85;144;1828.5;26;0;31
Langston Galloway;SG;DET;28;66;20;46;1702;677;236;542;43.5;132;331;39.9;73;85;85.9;33;116;149;101;40;48;11;96;1144.3;0;0;-143
OG Anunoby;SF;TOR;22;63;45;18;1897;675;267;527;50.7;82;215;38.1;59;86;68.6;74;267;341;99;75;88;42;155;1547.7;5;0;229
Kyle Kuzma;PF;LAL;24;54;43;11;1327;674;254;588;43.2;70;236;29.7;96;130;73.8;48;194;242;69;85;21;21;106;1108.9;2;0;168
Brook Lopez;C;MIL;31;61;50;11;1622;670;244;571;42.7;84;284;29.6;98;121;81;42;230;272;95;63;43;149;147;1651.9;3;0;478
Bobby Portis;C;NYK;25;66;21;45;1394;668;265;589;45;67;187;35.8;71;93;76.3;80;258;338;98;73;32;18;110;1297.6;5;0;-191
Josh Richardson;SG;PHI;26;48;29;19;1474;663;246;574;42.9;70;214;32.7;101;128;78.9;37;125;162;148;91;45;34;120;1225.4;0;0;113
Thaddeus Young;PF;CHI;31;64;22;42;1591;659;269;601;44.8;79;222;35.6;42;72;58.3;94;221;315;117;102;92;23;134;1455.5;2;0;-209
Myles Turner;C;IND;23;55;32;23;1628;651;233;517;45.1;77;229;33.6;108;144;75;70;290;360;61;68;42;120;138;1592.5;8;0;15
Tomas Satoransky;PG;CHI;28;65;22;43;1878;644;237;551;43;64;199;32.2;106;121;87.6;76;178;254;354;130;80;7;135;1610.8;3;0;-69
Doug McDermott;PF;IND;28;62;37;25;1242;643;241;491;49.1;118;265;44.5;43;52;82.7;23;133;156;70;40;9;4;106;934.2;0;0;117
Cody Zeller;C;CHA;27;58;18;40;1341;642;251;479;52.4;18;75;24;122;179;68.2;160;251;411;88;75;40;25;140;1387.2;10;0;-221
Jeff Teague;PG;ATL;31;59;22;37;1464;641;213;489;43.6;43;117;36.8;172;197;87.3;27;115;142;308;116;44;19;106;1346.4;3;0;-170
Derrick White;PG;SAS;25;61;27;34;1468;633;213;464;45.9;57;160;35.6;150;175;85.7;30;163;193;206;75;39;55;133;1380.6;0;0;-2
Steven Adams;C;OKC;26;58;37;21;1564;633;262;443;59.1;1;3;33.3;108;183;59;196;347;543;141;86;50;65;111;1755.1;21;0;144
Ish Smith;PG;WAS;31;60;22;38;1569;627;262;581;45.1;55;150;36.7;48;70;68.6;28;161;189;285;77;52;24;84;1432.3;0;0;-109
Joe Ingles;SF;UTA;32;64;41;23;1916;624;218;494;44.1;123;310;39.7;65;84;77.4;23;233;256;331;124;57;9;135;1501.7;2;0;240
Furkan Korkmaz;SG;PHI;22;64;38;26;1398;623;222;514;43.2;126;317;39.7;53;72;73.6;16;132;148;70;52;36;15;89;1006.6;0;0;88
Damion Lee;SG;GSW;27;49;12;37;1423;621;213;511;41.7;85;239;35.6;110;126;87.3;32;207;239;133;67;50;6;116;1208.3;3;0;-124
Ben McLemore;SG;HOU;27;63;40;23;1437;619;209;470;44.5;154;390;39.5;47;62;75.8;20;119;139;54;46;38;12;130;970.8;1;0;214
Dejounte Murray;PG;SAS;23;58;24;34;1447;619;255;537;47.5;34;90;37.8;75;94;79.8;67;268;335;237;108;100;16;128;1616.5;4;0;-195
Malik Beasley;SG;MIN;23;55;30;25;1209;615;227;534;42.5;107;276;38.8;54;66;81.8;18;130;148;75;57;40;8;77;992.1;1;0;-50
Cam Reddish;SF;ATL;20;58;17;41;1551;610;213;554;38.4;83;250;33.2;101;126;80.2;35;181;216;87;96;62;28;132;1173.7;0;0;-244
Tyler Herro;SG;MIA;20;47;31;16;1280;605;220;532;41.4;99;253;39.1;66;79;83.5;14;173;187;91;72;30;7;59;1004.9;0;0;-19
Maxi Kleber;PF;DAL;28;66;39;27;1695;604;214;466;45.9;107;286;37.4;69;80;86.3;99;256;355;77;48;20;78;153;1391.5;2;0;124
Brandon Clarke;PF;MEM;23;50;27;23;1086;602;254;408;62.3;21;52;40.4;73;93;78.5;78;214;292;72;46;26;42;82;1218.4;3;0;8
Jae Crowder;SF;MIA;29;58;26;32;1695;602;197;513;38.4;113;355;31.8;95;121;78.5;48;305;353;151;62;67;21;126;1454.1;6;0;-146
Kentavious Caldwell-Pope;SG;LAL;27;63;49;14;1604;601;220;466;47.2;87;221;39.4;74;95;77.9;37;95;132;105;55;53;13;117;1059.9;0;0;214
Rudy Gay;PF;SAS;33;60;25;35;1287;601;222;502;44.2;58;185;31.4;99;113;87.6;56;266;322;101;78;26;28;89;1222.9;4;0;-16
Dorian Finney-Smith;PF;DAL;26;64;38;26;1898;597;214;457;46.8;99;265;37.4;70;97;72.2;125;227;352;97;63;44;37;154;1344.9;3;0;270
Troy Brown Jr.;SG;WAS;20;61;23;38;1519;594;229;506;45.3;50;145;34.5;86;114;75.4;64;261;325;142;65;76;6;110;1378;4;0;-167
Danuel House Jr.;SF;HOU;26;58;36;22;1739;593;206;482;42.7;113;311;36.3;68;85;80;56;190;246;78;49;64;32;119;1244.2;2;0;102
Mitchell Robinson;C;NYK;21;61;20;41;1412;590;253;341;74.2;0;0;0;84;148;56.8;186;242;428;36;37;52;119;194;1633.6;8;0;-107
Dario Saric;PF;PHX;25;58;24;34;1441;586;217;470;46.2;73;214;34.1;79;95;83.2;89;256;345;109;72;34;15;132;1238.5;9;0;-75
Gary Harris;SG;DEN;25;56;37;19;1780;581;218;519;42;70;210;33.3;75;92;81.5;26;137;163;118;60;76;14;116;1163.6;0;0;122
Jarrett Culver;SG;MIN;21;63;19;44;1506;580;230;569;40.4;66;221;29.9;54;117;46.2;70;142;212;110;81;57;38;125;1203.4;0;0;-103
Josh Hart;SF;NOP;25;57;24;33;1563;579;200;481;41.6;111;325;34.2;68;91;74.7;54;316;370;94;65;59;21;144;1339;9;0;-82
Jeremy Lamb;SG;IND;27;46;27;19;1291;577;216;479;45.1;53;158;33.5;92;110;83.6;24;176;200;96;50;55;22;104;1142;2;0;1
Anfernee Simons;SG;POR;20;65;28;37;1400;572;211;525;40.2;74;219;33.8;76;92;82.6;25;122;147;95;61;26;10;131;937.9;1;0;-264
Deandre Ayton;C;PHX;21;30;12;18;996;570;255;465;54.8;0;3;0;60;78;76.9;123;237;360;57;71;22;51;97;1235.5;20;0;37
Mike Conley;PG;UTA;32;41;24;17;1171;567;197;486;40.5;80;213;37.6;93;117;79.5;27;106;133;178;76;31;4;92;1022.6;0;0;49
Mikal Bridges;SF;PHX;23;65;26;39;1773;565;210;407;51.6;56;159;35.2;89;105;84.8;59;200;259;115;65;93;39;142;1379.3;1;0;46
Garrett Temple;SG;BKN;33;55;26;29;1547;564;198;524;37.8;112;346;32.4;56;73;76.7;28;162;190;141;57;44;26;95;1156.5;1;0;-45
Larry Nance Jr.;C;CLE;27;56;16;40;1472;564;229;431;53.1;56;159;35.2;50;74;67.6;106;303;409;123;60;56;22;91;1413.3;12;0;-156
Malik Monk;SG;CHA;22;55;18;37;1169;564;212;488;43.4;58;204;28.4;82;100;82;27;130;157;114;77;25;16;74;969.4;1;0;-231
Kent Bazemore;SF;SAC;30;64;31;33;1604;557;185;495;37.4;78;228;34.2;109;142;76.8;24;253;277;85;85;70;39;182;1258.9;0;0;23
Donte DiVincenzo;SG;MIL;23;59;51;8;1362;554;209;452;46.2;76;221;34.4;60;78;76.9;59;230;289;136;72;80;18;97;1326.8;1;0;409
Monte Morris;PG;DEN;24;65;43;22;1402;549;222;484;45.9;54;144;37.5;51;62;82.3;20;92;112;230;45;53;16;64;1190.4;0;0;66
Justin Holiday;SG;IND;30;65;39;26;1617;548;190;432;44;122;288;42.4;46;59;78;30;176;206;87;40;75;42;119;1236.7;0;0;52
Kyrie Irving;PG;BKN;27;20;8;12;658;548;199;416;47.8;56;142;39.4;94;102;92.2;22;81;103;128;52;27;10;53;922.6;3;1;-7
Marquese Chriss;PF;GSW;22;59;15;44;1196;548;210;385;54.5;8;39;20.5;120;156;76.9;114;251;365;114;78;39;62;122;1382;9;0;-227
Rui Hachimura;SF;WAS;22;41;15;26;1217;548;218;456;47.8;20;73;27.4;92;111;82.9;63;185;248;70;41;34;7;89;1032.6;3;0;-200
Aaron Holiday;PG;IND;23;58;36;22;1368;546;202;496;40.7;80;203;39.4;62;72;86.1;21;111;132;193;75;45;13;102;1092.9;2;0;88
Clint Capela;C;ATL;25;39;22;17;1279;543;244;388;62.9;0;0;0;55;104;52.9;168;369;537;48;63;33;72;102;1511.4;27;0;60
Daniel Theis;C;BOS;27;58;37;21;1382;539;216;382;56.5;26;81;32.1;81;106;76.4;130;250;380;95;48;35;75;201;1419.5;5;0;198
Josh Okogie;SG;MIN;21;62;19;43;1547;533;170;398;42.7;41;154;26.6;152;191;79.6;87;181;268;99;87;68;26;139;1198.1;0;0;-160
Paul Millsap;PF;DEN;35;44;27;17;1075;529;188;387;48.6;48;109;44;105;126;83.3;87;173;260;70;61;38;28;127;1083;5;0;237
Shabazz Napier;PG;WAS;28;51;16;35;1234;527;170;413;41.2;71;222;32;116;141;82.3;25;121;146;253;111;66;9;93;1195.7;2;1;-63
Markieff Morris;PF;LAL;30;52;20;32;1106;524;189;425;44.5;81;210;38.6;65;83;78.3;34;165;199;74;75;28;15;120;927.8;1;0;-106
Bruce Brown;SG;DET;23;58;18;40;1634;517;198;447;44.3;33;96;34.4;88;119;73.9;61;213;274;230;100;63;29;162;1366.8;4;0;-137
