PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
Nerlens Noel;C;OKC;25;18;8;10;335;137;54;85;63.5;0;0;0;29;38;76.3;23;64;87;26;20;17;31;51;404.4;1;0;-62
DeAndre Jordan;C;BKN;31;17;8;9;366;136;57;83;68.7;0;0;0;22;36;61.1;38;118;156;34;17;8;18;36;435.2;3;0;-64
Dwight Howard;C;LAL;33;20;17;3;398;135;54;72;75;0;0;0;27;49;55.1;42;96;138;17;22;7;28;78;409.1;2;0;81
Damian Jones;C;ATL;24;19;3;16;343;131;54;79;68.4;2;5;40;21;30;70;28;39;67;14;12;9;16;65;295.4;0;0;-112
Myles Turner;C;IND;23;11;6;5;342;129;48;107;44.9;19;45;42.2;14;21;66.7;16;50;66;11;19;6;27;28;304.7;2;0;25
Alex Len;C;ATL;26;19;4;15;317;125;47;99;47.5;4;25;16;27;40;67.5;26;57;83;16;20;6;16;42;294.6;1;0;-115
Serge Ibaka;C;TOR;30;9;7;2;204;125;49;98;50;7;21;33.3;20;24;83.3;8;48;56;9;20;6;10;23;233.7;0;0;-2
Jahlil Okafor;C;NOP;23;13;1;12;229;123;49;75;65.3;1;2;50;24;36;66.7;21;40;61;17;20;4;13;37;252.7;1;0;-46
Mason Plumlee;C;DEN;29;17;13;4;284;121;49;83;59;0;2;0;23;45;51.1;31;64;95;36;26;10;14;45;335;0;0;-17
Jakob Poeltl;C;SAS;24;21;7;14;376;120;52;90;57.8;0;0;0;16;28;57.1;46;75;121;29;19;13;24;38;400.7;1;0;40
Meyers Leonard;C;MIA;27;19;14;5;359;118;48;80;60;18;34;52.9;4;8;50;6;76;82;16;18;7;8;41;267.4;0;0;33
Marc Gasol;C;TOR;34;19;15;4;540;116;38;118;32.2;23;62;37.1;17;21;81;13;111;124;66;25;9;19;61;422.8;2;0;132
Nicolo Melli;C;NOP;28;18;6;12;289;109;36;86;41.9;21;60;35;16;20;80;12;36;48;21;13;11;3;33;227.1;0;0;-67
Daniel Theis;C;BOS;27;16;11;5;346;103;41;85;48.2;2;13;15.4;19;27;70.4;27;82;109;20;12;8;24;51;347.8;1;0;48
Dewayne Dedmon;C;SAC;30;18;8;10;272;99;39;95;41.1;10;44;22.7;11;13;84.6;24;49;73;8;26;8;8;46;220.6;0;0;-33
Robin Lopez;C;MIL;31;20;17;3;279;99;40;78;51.3;11;32;34.4;8;15;53.3;19;37;56;14;27;3;12;33;205.2;0;0;28
Taj Gibson;C;NYK;34;18;4;14;290;98;44;83;53;1;5;20;9;13;69.2;36;41;77;19;12;13;2;42;251.9;0;0;-43
Bruno Fernando;C;ATL;21;20;4;16;260;95;39;70;55.7;4;14;28.6;13;22;59.1;26;35;61;23;21;5;9;34;223.7;0;0;-17
Enes Kanter;C;BOS;27;12;7;5;197;93;36;63;57.1;0;1;0;21;33;63.6;35;43;78;13;10;9;6;14;241.1;1;0;55
Mo Bamba;C;ORL;21;17;8;9;260;90;37;92;40.2;12;33;36.4;4;8;50;24;59;83;9;22;5;23;39;265.1;0;0;-36
Gorgui Dieng;C;MIN;29;15;8;7;190;82;31;68;45.6;8;24;33.3;12;16;75;15;51;66;19;9;11;17;20;264.7;0;0;-20
Derrick Favors;C;NOP;28;9;2;7;189;75;36;58;62.1;1;2;50;2;6;33.3;31;49;80;19;14;5;4;21;212.5;3;0;-14
Robert Williams III;C;BOS;22;17;12;5;237;71;32;45;71.1;0;0;0;7;12;58.3;19;55;74;21;16;16;20;30;283.3;0;0;-5
Cheick Diallo;C;PHX;23;13;5;8;124;70;31;39;79.5;0;0;0;8;9;88.9;10;26;36;7;6;0;4;13;129.7;1;0;10
Goga Bitadze;C;IND;20;14;9;5;198;70;26;55;47.3;4;12;33.3;14;19;73.7;16;34;50;14;9;1;18;30;199;1;0;44
Tony Bradley;C;UTA;21;14;8;6;148;67;28;43;65.1;0;0;0;11;16;68.8;19;33;52;4;7;2;7;27;155.4;0;0;-19
Thon Maker;C;DET;22;18;7;11;213;62;20;40;50;6;13;46.2;16;31;51.6;10;25;35;9;10;6;12;28;161.5;0;0;-34
Boban Marjanovic;C;DAL;31;9;6;3;108;60;25;49;51;0;1;0;10;12;83.3;13;26;39;5;7;2;1;15;116.3;0;0;50
Noah Vonleh;C;MIN;24;14;7;7;177;57;20;43;46.5;1;10;10;16;19;84.2;17;34;51;15;13;4;3;20;148.7;0;0;-17
Mike Muscala;C;OKC;28;13;5;8;150;47;15;52;28.8;10;39;25.6;7;8;87.5;6;27;33;14;5;3;3;20;120.6;0;0;18
Khem Birch;C;ORL;27;10;3;7;203;45;17;34;50;0;1;0;11;23;47.8;18;33;51;5;6;5;5;25;137.7;0;0;-36
Kyle O'Quinn;C;PHI;29;13;10;3;120;43;18;33;54.5;5;12;41.7;2;6;33.3;13;30;43;17;12;2;7;18;135.1;0;0;-56
Luke Kornet;C;CHI;24;11;3;8;126;40;15;44;34.1;5;24;20.8;5;5;100;5;15;20;6;3;2;9;12;103;0;0;-22
Isaiah Hartenstein;C;HOU;21;7;5;2;94;31;11;15;73.3;0;1;0;9;11;81.8;8;17;25;4;6;2;4;15;79;0;0;42
Tyson Chandler;C;HOU;37;17;11;6;155;29;12;16;75;0;0;0;5;9;55.6;18;29;47;6;6;5;7;22;124.4;0;0;58
Ante Zizic;C;CLE;22;5;0;5;67;24;10;18;55.6;0;0;0;4;5;80;5;10;15;0;1;1;1;8;47;0;0;-12
Willy Hernangomez;C;CHA;25;7;1;6;57;24;9;20;45;2;5;40;4;8;50;9;12;21;2;5;1;3;4;59.2;0;0;-29
Deandre Ayton;C;PHX;21;1;1;0;33;18;9;14;64.3;0;0;0;0;0;0;3;8;11;0;0;1;4;2;46.2;1;0;25
Mfiondu Kabengele;C;LAC;22;5;4;1;19;13;4;9;44.4;3;5;60;2;2;100;0;3;3;0;0;0;1;3;19.6;0;0;2
Ed Davis;C;UTA;30;8;5;3;98;12;5;12;41.7;0;0;0;2;4;50;13;30;43;2;8;2;4;19;76.6;0;0;-5
Moses Brown;C;POR;20;4;3;1;15;8;3;7;42.9;0;0;0;2;4;50;2;7;9;0;1;1;0;4;20.8;0;0;-14
Vincent Poirier;C;BOS;26;6;6;0;31;7;3;8;37.5;0;0;0;1;2;50;5;3;8;3;3;1;2;7;27.1;0;0;10
Dewan Hernandez;C;TOR;22;3;3;0;9;4;1;5;20;0;1;0;2;2;100;2;5;7;0;1;1;0;5;14.4;0;0;-1
Tacko Fall;C;BOS;23;1;1;0;4;4;2;4;50;0;0;0;0;0;0;0;3;3;0;1;0;0;2;6.6;0;0;-2
Kevon Looney;C;GSW;23;1;0;1;10;3;1;4;25;1;1;100;0;0;0;5;4;9;1;1;0;0;3;14.3;0;0;-4
Justin Patton;C;OKC;22;2;1;1;9;2;1;3;33.3;0;1;0;0;0;0;0;2;2;0;1;0;0;4;3.4;0;0;-4
Giannis Antetokounmpo;PF;MIL;24;20;17;3;647;618;230;411;56;28;98;28.6;130;222;58.6;54;213;267;118;81;30;28;66;1208.4;19;2;206
Anthony Davis;PF;LAL;26;19;16;3;657;496;172;359;47.9;22;64;34.4;130;149;87.2;49;127;176;65;47;28;53;45;1000.7;8;0;109
Pascal Siakam;PF;TOR;25;19;15;4;698;487;183;389;47;48;123;39;73;90;81.1;30;130;160;76;55;17;14;57;831;7;0;204
Brandon Ingram;PF;NOP;22;16;4;12;545;408;148;303;48.8;38;91;41.8;74;91;81.3;14;104;118;64;46;12;17;46;686.6;3;0;-54
Jayson Tatum;PF;BOS;21;19;14;5;657;400;145;353;41.1;45;123;36.6;65;79;82.3;26;109;135;52;41;28;12;45;719;2;0;164
Marcus Morris Sr.;PF;NYK;30;19;4;15;628;355;114;269;42.4;54;103;52.4;73;87;83.9;23;94;117;24;36;18;12;62;585.4;1;0;-83
Danilo Gallinari;PF;OKC;31;19;8;11;568;351;105;236;44.5;53;126;42.1;88;96;91.7;9;96;105;41;25;12;2;28;555.5;1;0;13
Julius Randle;PF;NYK;25;20;4;16;655;344;127;282;45;19;75;25.3;71;109;65.1;47;130;177;71;69;15;3;59;647.9;8;0;-89
Eric Paschall;PF;GSW;23;20;4;16;630;340;125;252;49.6;13;49;26.5;77;95;81.1;29;76;105;32;31;7;7;42;525;2;0;-117
Jabari Parker;PF;ATL;24;20;4;16;560;335;137;269;50.9;22;79;27.8;39;54;72.2;40;91;131;41;38;31;9;67;635.7;2;0;-84
Kristaps Porzingis;PF;DAL;24;18;12;6;561;309;110;275;40;40;114;35.1;49;71;69;30;136;166;26;31;11;37;52;660.2;7;0;67
Kevin Love;PF;CLE;31;16;4;12;506;276;83;186;44.6;36;99;36.4;74;84;88.1;16;162;178;46;46;11;6;26;563.6;8;0;-63
Lauri Markkanen;PF;CHI;22;20;6;14;589;265;80;229;34.9;31;110;28.2;74;91;81.3;20;120;140;36;38;17;10;38;530;2;0;-65
Al Horford;PF;PHI;33;18;12;6;562;259;106;220;48.2;25;72;34.7;22;33;66.7;33;93;126;73;21;19;17;39;606.7;2;0;86
P.J. Washington;PF;CHA;21;21;8;13;589;248;94;189;49.7;29;64;45.3;31;46;67.4;19;89;108;33;25;25;16;56;525.1;1;0;-102
Davis Bertans;PF;WAS;27;18;6;12;497;238;79;170;46.5;62;136;45.6;18;21;85.7;14;66;80;32;13;11;9;48;429;0;0;-15
Rudy Gay;PF;SAS;33;21;7;14;488;237;88;188;46.8;19;68;27.9;42;48;87.5;28;97;125;40;33;8;12;33;474;2;0;21
Paul Millsap;PF;DEN;34;17;13;4;443;229;76;157;48.4;20;41;48.8;57;65;87.7;35;64;99;21;18;16;13;48;448.3;2;0;142
Robert Covington;PF;MIN;28;18;10;8;492;218;73;165;44.2;35;99;35.4;37;42;88.1;13;84;97;21;29;25;18;51;465.9;2;0;9
Brandon Clarke;PF;MEM;23;18;6;12;381;213;92;146;63;10;22;45.5;19;23;82.6;24;82;106;23;19;9;17;31;433.7;1;0;-85
Markieff Morris;PF;DET;30;20;7;13;457;211;79;166;47.6;31;77;40.3;22;30;73.3;10;64;74;33;33;13;4;49;367.3;0;0;-76
Duncan Robinson;PF;MIA;25;19;14;5;479;203;68;148;45.9;52;123;42.3;15;16;93.8;2;51;53;14;14;13;7;47;333.6;1;0;19
Aaron Gordon;PF;ORL;24;16;7;9;488;199;71;181;39.2;17;62;27.4;40;55;72.7;25;77;102;46;22;11;8;39;425.4;2;0;-11
Dario Saric;PF;PHX;25;18;8;10;501;191;69;166;41.6;31;84;36.9;22;26;84.6;29;98;127;36;26;18;9;45;452.4;3;0;37
P.J. Tucker;PF;HOU;34;19;13;6;659;185;67;125;53.6;36;78;46.2;15;18;83.3;28;88;116;27;18;27;9;60;454.7;1;0;70
Nemanja Bjelica;PF;SAC;31;18;8;10;468;182;70;151;46.4;30;72;41.7;12;13;92.3;35;85;120;45;30;16;8;53;435.5;3;0;-66
Kyle Kuzma;PF;LAL;24;16;14;2;360;180;66;150;44;25;75;33.3;23;30;76.7;6;49;55;13;27;2;5;31;259.5;0;0;33
Thaddeus Young;PF;CHI;31;20;6;14;429;177;70;174;40.2;22;68;32.4;15;27;55.6;36;55;91;33;32;21;6;34;384.7;0;0;-79
Dorian Finney-Smith;PF;DAL;26;19;13;6;502;166;60;128;46.9;23;69;33.3;23;33;69.7;35;63;98;17;18;11;7;36;345.1;1;0;57
Doug McDermott;PF;IND;27;19;12;7;394;166;63;143;44.1;32;73;43.8;8;10;80;8;43;51;20;17;2;3;35;255.2;0;0;38
Christian Wood;PF;DET;24;18;7;11;264;162;60;98;61.2;13;27;48.1;29;42;69;21;60;81;8;14;6;18;14;329.2;3;0;59
JaMychal Green;PF;LAC;29;21;15;6;468;162;55;132;41.7;34;89;38.2;18;21;85.7;29;115;144;10;20;13;7;52;389.8;2;0;78
Jeff Green;PF;UTA;33;20;12;8;377;162;48;131;36.6;23;72;31.9;43;54;79.6;8;50;58;12;23;10;10;33;286.6;0;0;-49
Jerami Grant;PF;DEN;25;17;13;4;382;159;60;137;43.8;17;54;31.5;22;35;62.9;10;52;62;17;12;6;9;28;291.9;0;0;-62
Omari Spellman;PF;GSW;22;20;4;16;368;158;56;131;42.7;15;42;35.7;31;38;81.6;46;69;115;20;26;14;14;26;384;1;0;-13
Marvin Williams;PF;CHA;33;21;8;13;412;155;56;114;49.1;28;69;40.6;15;18;83.3;10;48;58;19;13;13;6;37;297.1;0;0;-49
Blake Griffin;PF;DET;30;8;3;5;232;148;49;117;41.9;11;46;23.9;39;49;79.6;10;28;38;29;22;2;3;12;230.1;0;0;13
Jake Layman;PF;MIN;25;14;8;6;369;147;61;132;46.2;19;54;35.2;6;10;60;12;29;41;11;18;12;10;31;260.7;0;0;15
Marquese Chriss;PF;GSW;22;20;4;16;362;146;51;104;49;3;16;18.8;41;48;85.4;27;68;95;44;27;16;21;43;410;0;0;-49
Maxi Kleber;PF;DAL;27;18;12;6;455;143;49;118;41.5;26;72;36.1;19;22;86.4;28;80;108;19;12;4;13;38;340.1;0;0;21
Skal Labissiere;PF;POR;23;20;8;12;334;127;55;97;56.7;2;7;28.6;15;22;68.2;42;60;102;23;23;5;21;56;338.9;1;0;-19
Dwight Powell;PF;DAL;28;16;11;5;410;123;51;81;63;4;11;36.4;17;33;51.5;27;46;73;19;17;11;6;44;273.1;0;0;91
Ersan Ilyasova;PF;MIL;32;18;15;3;291;123;44;90;48.9;14;46;30.4;21;25;84;21;62;83;10;5;8;6;31;274.6;1;0;-19
Maurice Harkless;PF;LAC;26;21;15;6;464;120;49;96;51;11;29;37.9;11;22;50;19;44;63;24;20;22;17;65;328.6;0;0;5
Royce O'Neale;PF;UTA;26;20;12;8;574;119;42;86;48.8;25;53;47.2;10;12;83.3;2;91;93;54;18;15;6;58;356.6;1;0;73
Mike Scott;PF;PHI;31;20;14;6;385;115;42;102;41.2;21;65;32.3;10;11;90.9;15;53;68;14;9;5;2;32;229.6;0;0;42
Draymond Green;PF;GSW;29;13;3;10;362;111;41;101;40.6;10;34;29.4;19;25;76;6;79;85;73;26;17;7;33;368.5;3;1;-101
Carmelo Anthony;PF;POR;35;6;3;3;183;106;42;91;46.2;10;27;37;12;15;80;6;30;36;13;13;4;1;21;170.7;1;0;37
Kenrich Williams;PF;NOP;24;19;6;13;470;106;39;91;42.9;20;57;35.1;8;19;42.1;33;80;113;34;15;18;14;52;373.6;0;0;38
Chris Boucher;PF;TOR;26;17;14;3;218;100;36;81;44.4;8;28;28.6;20;29;69;38;42;80;10;7;7;15;26;270;3;0;47
Trey Lyles;PF;SAS;24;21;7;14;363;92;35;78;44.9;17;43;39.5;5;9;55.6;29;98;127;25;16;4;6;26;295.9;0;0;-55
Patrick Patterson;PF;LAC;30;19;13;6;260;86;29;75;38.7;24;59;40.7;4;8;50;12;38;50;14;7;2;2;15;172;0;0;39
John Collins;PF;ATL;22;5;2;3;161;85;32;61;52.5;9;19;47.4;12;17;70.6;10;34;44;8;7;5;10;17;187.8;1;0;-4
Darius Bazley;PF;OKC;19;19;8;11;324;84;31;73;42.5;14;37;37.8;8;14;57.1;7;60;67;10;15;6;9;18;209.4;0;0;-27
Al-Farouq Aminu;PF;ORL;29;18;7;11;380;78;25;86;29.1;9;36;25;19;29;65.5;24;63;87;21;17;18;8;27;274.9;1;0;-35
Chris Silva;PF;MIA;23;18;14;4;186;76;28;41;68.3;0;2;0;20;28;71.4;36;41;77;12;24;4;14;51;216.4;0;0;34
TJ Leaf;PF;IND;22;15;9;6;158;62;26;58;44.8;5;11;45.5;5;8;62.5;20;37;57;6;6;7;3;14;163.4;1;0;10
Anthony Tolliver;PF;POR;34;15;5;10;267;56;17;58;29.3;13;46;28.3;9;11;81.8;9;41;50;11;10;3;6;20;149.5;0;0;-69
Georges Niang;PF;UTA;26;14;9;5;140;52;18;40;45;9;24;37.5;7;10;70;1;20;21;7;8;0;2;19;85.7;0;0;-48
Semi Ojeleye;PF;BOS;24;19;14;5;249;52;19;44;43.2;9;25;36;5;8;62.5;5;24;29;7;4;5;1;19;111.3;0;0;11
Daniel Gafford;PF;CHI;21;11;4;7;108;43;18;27;66.7;0;0;0;7;14;50;11;10;21;1;1;0;7;15;89.7;0;0;-31
Grant Williams;PF;BOS;21;18;14;4;267;40;14;54;25.9;0;22;0;12;15;80;13;27;40;15;14;8;12;33;156.5;0;0;57
Michael Porter Jr.;PF;DEN;21;10;8;2;90;37;15;34;44.1;2;10;20;5;8;62.5;8;15;23;4;6;0;3;13;73.6;0;0;-28
Juancho Hernangomez;PF;DEN;24;10;8;2;130;34;12;27;44.4;7;18;38.9;3;7;42.9;4;21;25;7;7;0;3;7;76.5;0;0;9
D.J. Wilson;PF;MIL;23;8;7;1;78;30;12;29;41.4;6;22;27.3;0;0;0;3;11;14;8;4;0;1;5;57.8;0;0;-11
Jordan Bell;PF;MIN;24;9;4;5;74;29;11;19;57.9;0;3;0;7;11;63.6;9;23;32;6;12;0;3;6;73.4;0;0;-28
Nicolas Claxton;PF;BKN;20;9;4;5;119;27;11;21;52.4;0;5;0;5;12;41.7;8;14;22;11;6;1;5;10;81.9;0;0;-31
Zach Collins;PF;POR;22;3;2;1;86;27;9;19;47.4;3;7;42.9;6;6;100;4;8;12;6;6;0;2;11;50.4;0;0;19
Harry Giles III;PF;SAC;21;7;3;4;52;24;11;25;44;0;0;0;2;2;100;3;4;7;5;5;2;3;13;49.9;0;0;-26
Gary Clark;PF;HOU;25;6;5;1;64;21;8;19;42.1;5;15;33.3;0;0;0;5;10;15;5;0;1;1;5;52.5;0;0;31
James Johnson;PF;MIA;32;6;3;3;68;20;8;18;44.4;2;9;22.2;2;4;50;2;9;11;4;4;3;2;5;50.2;0;0;11
Chimezie Metu;PF;SAS;22;6;2;4;21;16;7;12;58.3;0;0;0;2;4;50;7;4;11;2;0;0;2;0;38.2;0;0;-4
Wenyen Gabriel;PF;SAC;22;7;1;6;47;16;5;16;31.3;1;8;12.5;5;9;55.6;4;4;8;3;3;2;2;6;39.1;0;0;-7
Marvin Bagley III;PF;SAC;20;1;0;1;28;14;6;16;37.5;0;0;0;2;4;50;4;6;10;0;1;1;1;1;31;1;0;-21
Alize Johnson;PF;IND;23;7;6;1;36;13;5;11;45.5;0;0;0;3;4;75;6;6;12;2;1;0;0;4;29.4;0;0;-2
Tyler Cook;PF;CLE;22;6;2;4;17;12;5;6;83.3;0;0;0;2;2;100;3;2;5;0;1;1;0;1;20;0;0;-6
Drew Eubanks;PF;SAS;22;3;2;1;25;9;4;9;44.4;0;0;0;1;1;100;5;6;11;1;3;0;1;4;23.7;0;0;-35
Amile Jefferson;PF;ORL;26;3;1;2;9;6;3;3;100;0;0;0;0;0;0;2;1;3;2;1;0;0;0;11.6;0;0;2
Ryan Anderson;PF;HOU;31;2;1;1;14;5;2;7;28.6;1;5;20;0;0;0;0;7;7;2;1;1;0;1;18.4;0;0;7
Udonis Haslem;PF;MIA;39;2;2;0;11;5;1;1;100;0;0;0;3;4;75;0;3;3;0;0;0;0;3;8.6;0;0;-7
Caleb Swanigan;PF;SAC;22;4;1;3;11;3;1;2;50;0;0;0;1;2;50;1;3;4;0;3;1;2;3;13.8;0;0;4
Dean Wade;PF;CLE;23;3;0;3;18;3;1;2;50;1;1;100;0;0;0;0;2;2;0;0;1;0;3;8.4;0;0;3
John Henson;PF;CLE;28;1;1;0;8;3;1;2;50;0;1;0;1;6;16.7;2;1;3;0;1;2;2;0;17.6;0;0;-5
Johnathan Motley;PF;LAC;24;2;1;1;4;3;1;3;33.3;1;1;100;0;0;0;1;1;2;2;2;0;0;1;6.4;0;0;-3
Jalen McDaniels;PF;CHA;21;1;0;1;3;2;1;2;50;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3.2;0;0;0
Jonah Bolden;PF;PHI;23;2;2;0;5;2;1;1;100;0;0;0;0;2;0;0;0;0;0;1;1;0;0;4;0;0;-12
Henry Ellenson;PF;BKN;22;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2
Jarred Vanderbilt;PF;DEN;20;3;2;1;9;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;2.9;0;0;1
Jarrell Brantley;PF;UTA;23;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;1;0;8.1;0;0;7
Kostas Antetokounmpo;PF;LAL;22;2;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1.2;0;0;2
Luka Doncic;PG;DAL;20;19;13;6;648;581;187;387;48.3;59;179;33;148;179;82.7;29;159;188;183;88;29;3;49;1089.1;14;7;106
Trae Young;PG;ATL;21;19;4;15;655;540;176;388;45.4;65;168;38.7;123;144;85.4;9;71;80;159;93;27;1;22;865.5;6;1;-131
Damian Lillard;PG;POR;29;18;8;10;666;492;153;342;44.7;59;162;36.4;127;138;92;11;75;86;131;50;19;9;38;825.7;3;0;46
Kemba Walker;PG;BOS;29;18;13;5;581;389;125;311;40.2;61;158;38.6;78;86;90.7;21;64;85;90;39;16;8;32;659;1;0;79
Devonte' Graham;PG;CHA;24;21;8;13;698;382;126;302;41.7;71;172;41.3;59;74;79.7;17;57;74;156;66;12;5;34;689.8;6;0;-40
Russell Westbrook;PG;HOU;31;17;11;6;565;375;138;324;42.6;21;90;23.3;78;108;72.2;23;107;130;117;73;25;5;67;723.5;5;3;34
Terry Rozier;PG;CHA;25;21;8;13;678;368;129;301;42.9;54;134;40.3;56;65;86.2;17;68;85;87;57;25;4;47;630.5;1;0;-171
Collin Sexton;PG;CLE;20;19;5;14;581;339;130;297;43.8;24;72;33.3;55;69;79.7;18;43;61;46;35;16;1;43;497.2;0;0;-89
Ja Morant;PG;MEM;20;17;5;12;488;317;118;258;45.7;16;39;41;65;85;76.5;16;38;54;109;58;23;5;29;571.3;3;0;-50
Eric Bledsoe;PG;MIL;29;20;17;3;549;315;119;256;46.5;24;78;30.8;53;68;77.9;19;81;100;114;45;16;8;52;633;0;0;136
Jamal Murray;PG;DEN;22;17;13;4;564;315;120;275;43.6;32;92;34.8;43;48;89.6;13;64;77;83;43;28;6;34;590.9;1;0;132
Kyrie Irving;PG;BKN;27;11;4;7;372;314;112;252;44.4;31;91;34.1;59;63;93.7;10;49;59;79;26;12;6;32;531.3;2;1;-9
