PLAYER;POS;TEAM;AGE;GP;W;L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;PLUS
Bobby Portis;C;NYK;25;60;18;42;1255;584;230;521;44.1;60;173;34.7;64;83;77.1;77;232;309;90;67;28;13;103;1145.8;5;0;-197
Myles Turner;C;IND;23;50;29;21;1463;580;206;466;44.2;72;211;34.1;96;128;75;65;256;321;58;63;38;103;123;1412.2;7;0;41
Deandre Ayton;C;PHX;21;29;12;17;957;557;250;451;55.4;0;3;0;57;74;77;119;227;346;56;66;20;48;93;1194.2;19;0;52
Clint Capela;C;ATL;25;39;22;17;1279;543;244;388;62.9;0;0;0;55;104;52.9;168;369;537;48;63;33;72;102;1511.4;27;0;60
Mitchell Robinson;C;NYK;21;56;17;39;1287;527;227;310;73.2;0;0;0;73;129;56.6;169;222;391;36;36;50;111;183;1497.2;6;0;-121
Larry Nance Jr.;C;CLE;27;51;14;37;1287;486;198;375;52.8;47;139;33.8;43;62;69.4;93;277;370;101;53;46;21;82;1229.5;10;0;-148
Richaun Holmes;C;SAC;26;37;14;23;1087;484;204;309;66;0;0;0;76;93;81.7;113;201;314;37;46;39;52;144;1143.3;13;0;7
Ivica Zubac;C;LAC;22;60;41;19;1083;476;191;321;59.5;0;2;0;94;126;74.6;155;270;425;66;51;11;57;140;1238;6;0;135
Daniel Theis;C;BOS;27;53;35;18;1248;475;190;343;55.4;23;76;30.3;72;95;75.8;121;234;355;84;45;33;69;184;1288;5;0;178
Dwight Howard;C;LAL;34;59;46;13;1163;457;184;251;73.3;3;5;60;86;177;48.6;155;297;452;41;70;25;76;194;1293.9;8;0;186
Wendell Carter Jr.;C;CHI;20;38;13;25;1127;439;167;314;53.2;6;28;21.4;99;135;73.3;132;243;375;46;62;30;34;145;1088;17;0;10
DeAndre Jordan;C;BKN;31;51;23;28;1107;424;174;260;66.9;0;0;0;76;110;69.1;129;376;505;98;69;18;48;100;1306;11;0;-78
Kelly Olynyk;C;MIA;28;54;35;19;1037;421;141;300;47;74;176;42;65;77;84.4;36;211;247;89;59;37;18;134;956.9;3;0;68
Thomas Bryant;C;WAS;22;34;12;22;816;421;172;287;59.9;18;48;37.5;59;82;72;69;167;236;67;44;12;30;74;886.7;7;0;-149
Jaxson Hayes;C;NOP;19;55;26;29;947;420;155;234;66.2;1;4;25;109;173;63;82;141;223;51;41;23;53;142;951.1;3;0;-47
Aron Baynes;C;PHX;33;39;17;22;831;413;160;328;48.8;45;136;33.1;48;66;72.7;62;150;212;64;44;8;20;131;803.4;2;0;-61
Nerlens Noel;C;OKC;25;51;32;19;942;399;163;237;68.8;1;3;33.3;72;94;76.6;79;174;253;52;48;53;74;133;1113.6;3;0;12
Enes Kanter;C;BOS;27;46;30;16;835;397;169;291;58.1;1;7;14.3;58;82;70.7;129;237;366;45;51;19;37;83;1020.7;8;0;187
JaVale McGee;C;LAL;32;57;45;12;959;394;173;267;64.8;3;6;50;45;69;65.2;105;227;332;34;45;27;88;136;1143.4;2;0;183
Gorgui Dieng;C;MEM;30;53;15;38;916;393;145;321;45.2;50;139;36;53;68;77.9;82;214;296;63;48;46;51;103;1085.7;8;0;-123
Bismack Biyombo;C;CHA;27;51;17;34;983;381;146;271;53.9;0;0;0;89;148;60.1;119;181;300;48;48;10;47;114;936;8;0;-152
Derrick Favors;C;NOP;28;41;20;21;984;380;172;280;61.4;1;6;16.7;35;59;59.3;132;280;412;71;48;24;41;91;1127.9;15;0;95
Alex Len;C;SAC;26;45;13;32;842;377;154;282;54.6;14;56;25;55;86;64;86;187;273;46;45;22;43;105;923.6;8;0;-103
Willie Cauley-Stein;C;DAL;26;50;13;37;1051;373;167;291;57.4;0;1;0;39;63;61.9;80;216;296;67;39;49;58;118;1110.7;3;0;-121
Frank Kaminsky;C;PHX;26;32;12;20;718;352;127;279;45.5;39;112;34.8;59;88;67;30;128;158;71;33;13;10;69;684.1;1;0;-32
Mason Plumlee;C;DEN;29;48;33;15;825;349;139;225;61.8;0;4;0;71;130;54.6;82;178;260;115;68;27;29;112;933.5;2;0;7
Taj Gibson;C;NYK;34;56;18;38;922;342;151;258;58.5;3;12;25;37;52;71.2;102;141;243;49;42;24;24;112;809.1;0;0;-234
Nicolo Melli;C;NOP;29;48;22;26;794;327;115;247;46.6;61;159;38.4;36;47;76.6;32;112;144;53;38;26;18;91;673.3;0;0;-58
Moritz Wagner;C;WAS;22;32;12;20;617;317;119;207;57.5;23;65;35.4;56;70;80;39;132;171;44;52;18;16;114;638.2;2;0;-21
Mo Bamba;C;ORL;21;55;25;30;814;310;124;261;47.5;34;95;35.8;28;41;68.3;89;188;277;36;42;20;84;110;966.4;2;0;33
Robin Lopez;C;MIL;31;56;48;8;793;308;128;254;50.4;29;88;33;23;43;53.5;48;86;134;37;49;9;40;71;622.3;0;0;69
Jakob Poeltl;C;SAS;24;58;25;33;965;306;135;218;61.9;0;0;0;36;74;48.6;104;206;310;102;45;30;84;96;1128;2;0;58
Damian Jones;C;ATL;24;53;15;38;863;300;118;173;68.2;2;8;25;62;84;73.8;71;127;198;32;28;26;38;144;749.6;0;0;-236
Meyers Leonard;C;MIA;28;49;34;15;987;300;116;223;52;51;119;42.9;17;26;65.4;27;221;248;53;35;13;15;103;726.1;2;0;95
Ian Mahinmi;C;WAS;33;38;15;23;808;283;104;210;49.5;5;26;19.2;70;113;61.9;78;140;218;49;45;31;44;114;798.1;1;0;-80
Marc Gasol;C;TOR;35;35;27;8;974;272;98;231;42.4;50;124;40.3;26;36;72.2;29;197;226;122;43;28;33;101;866.2;3;0;243
Thon Maker;C;DET;23;56;20;36;710;260;86;172;50;20;58;34.5;68;102;66.7;50;104;154;38;44;22;35;92;628.8;2;0;-120
Bruno Fernando;C;ATL;21;51;17;34;648;232;99;185;53.5;5;35;14.3;29;50;58;63;120;183;43;42;18;17;100;579.1;1;0;-51
Dewayne Dedmon;C;ATL;30;40;16;24;677;219;87;214;40.7;19;91;20.9;26;31;83.9;48;163;211;19;52;19;38;120;619.7;3;0;-9
Luke Kornet;C;CHI;24;36;11;25;559;215;82;187;43.9;31;108;28.7;20;28;71.4;22;62;84;32;14;11;26;54;460.8;0;0;-42
Jahlil Okafor;C;NOP;24;28;9;19;424;214;88;144;61.1;1;2;50;37;58;63.8;46;73;119;36;36;7;19;63;452.8;2;0;-111
Tony Bradley;C;UTA;22;45;29;16;464;200;87;135;64.4;1;1;100;25;38;65.8;80;109;189;13;22;10;18;87;508.3;0;0;-9
Cheick Diallo;C;PHX;23;41;15;26;425;195;82;124;66.1;1;2;50;30;35;85.7;25;89;114;20;27;10;11;52;397.8;1;0;-61
Mike Muscala;C;OKC;28;39;22;17;481;189;64;158;40.5;43;119;36.1;18;22;81.8;13;79;92;33;13;7;11;46;389.9;0;0;-12
Boban Marjanovic;C;DAL;31;32;17;15;265;172;71;130;54.6;3;12;25;27;37;73;37;80;117;12;21;4;6;41;339.4;3;0;55
Willy Hernangomez;C;CHA;25;28;6;22;317;165;64;122;52.5;5;21;23.8;32;53;60.4;37;75;112;25;26;10;6;30;358.9;2;0;-9
Khem Birch;C;ORL;27;38;15;23;773;153;56;113;49.6;0;1;0;41;67;61.2;70;110;180;35;23;16;21;73;509.5;0;0;-89
Anzejs Pasecniks;C;WAS;24;21;8;13;381;142;55;103;53.4;0;2;0;32;52;61.5;37;58;95;17;22;8;10;60;313.5;0;0;14
Goga Bitadze;C;IND;20;46;27;19;393;139;56;119;47.1;5;31;16.1;22;31;71;22;71;93;21;24;5;31;55;366.1;1;0;-40
Noah Vonleh;C;DEN;24;32;12;20;363;127;50;89;56.2;3;15;20;24;30;80;36;86;122;27;21;11;6;38;343.9;0;0;-54
Isaiah Hartenstein;C;HOU;21;23;16;7;266;107;44;67;65.7;0;5;0;19;28;67.9;29;61;90;18;16;9;12;41;289;2;0;40
Kyle O'Quinn;C;PHI;29;25;16;9;255;87;35;72;48.6;7;23;30.4;10;19;52.6;32;64;96;35;18;5;22;34;317.7;1;0;-48
Ante Zizic;C;CLE;23;19;3;16;185;86;36;59;61;0;0;0;14;16;87.5;14;46;60;6;10;7;5;23;193;1;0;21
Robert Williams III;C;BOS;22;19;14;5;269;74;33;49;67.3;0;0;0;8;14;57.1;23;64;87;21;16;17;21;34;307.9;0;0;2
Kevon Looney;C;GSW;24;20;6;14;262;68;29;79;36.7;1;14;7.1;9;12;75;28;38;66;20;12;12;6;34;219.2;0;0;-99
Mfiondu Kabengele;C;LAC;22;12;9;3;64;42;14;32;43.8;9;20;45;5;5;100;1;10;11;2;2;2;2;9;68.2;0;0;-1
Vincent Poirier;C;BOS;26;21;18;3;114;39;16;33;48.5;1;2;50;6;7;85.7;10;24;34;7;6;2;6;23;108.3;0;0;-12
Tyson Chandler;C;HOU;37;26;15;11;219;34;14;18;77.8;0;0;0;6;13;46.2;25;41;66;6;8;6;8;32;156.2;0;0;30
Ed Davis;C;UTA;30;25;15;10;268;33;14;34;41.2;0;0;0;5;11;45.5;29;66;95;8;13;10;9;55;203;0;0;-88
Tacko Fall;C;BOS;24;6;5;1;24;19;9;12;75;0;0;0;1;3;33.3;0;11;11;0;3;0;2;5;35.2;0;0;7
Moses Brown;C;POR;20;9;4;5;33;11;4;10;40;0;0;0;3;8;37.5;3;11;14;1;3;1;1;7;32.3;0;0;-33
Justin Patton;C;OKC;22;5;2;3;24;9;4;10;40;1;4;25;0;0;0;1;4;5;2;2;0;0;4;16;0;0;-16
Dewan Hernandez;C;TOR;23;4;4;0;11;4;1;5;20;0;1;0;2;2;100;2;5;7;0;1;1;0;6;14.4;0;0;1
Marques Bolden;C;CLE;21;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;5.4;0;0;4
Naz Reid;F;MIN;20;25;6;19;366;203;76;185;41.1;27;80;33.8;24;35;68.6;24;63;87;22;14;11;16;66;407.4;0;0;38
Wilson Chandler;F;BKN;32;30;12;18;633;186;68;162;42;32;103;31.1;18;21;85.7;11;117;128;34;31;16;12;67;443.6;0;0;-124
Alen Smailagic;F;GSW;19;14;1;13;139;59;20;40;50;3;13;23.1;16;19;84.2;10;17;27;13;11;3;4;14;120.9;0;0;-8
Johnathan Williams;F;WAS;24;11;6;5;135;35;16;25;64;0;2;0;3;5;60;15;28;43;6;4;1;6;11;112.6;0;0;-47
Louis King;F;DET;20;10;3;7;62;20;8;21;38.1;4;11;36.4;0;3;0;1;9;10;5;2;2;0;10;43.5;0;0;19
Rayjon Tucker;F;UTA;22;14;10;4;78;19;8;19;42.1;0;6;0;3;5;60;2;11;13;2;3;1;0;7;37.6;0;0;-7
Kevin Hervey;F;OKC;23;7;3;4;20;2;1;11;9.1;0;8;0;0;0;0;0;2;2;1;0;0;0;1;5.9;0;0;-6
Vic Law;F;ORL;24;3;0;3;4;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3
Luguentz Dort;G;OKC;20;25;19;6;535;153;56;131;42.7;19;64;29.7;22;29;75.9;13;25;38;17;13;22;1;65;280.1;0;0;29
Gary Payton II;G;WAS;27;26;12;14;410;111;47;112;42;13;43;30.2;4;8;50;25;48;73;45;19;32;7;48;364.1;1;0;-142
Adam Mokoka;G;CHI;21;10;2;8;93;28;10;23;43.5;6;12;50;2;4;50;7;3;10;4;1;3;0;13;54;0;0;40
Amir Coffey;G;LAC;22;9;4;5;80;22;10;22;45.5;1;5;20;1;3;33.3;3;8;11;7;2;1;1;9;49.7;0;0;12
Justin Anderson;G;BKN;26;3;2;1;17;3;1;6;16.7;0;3;0;1;2;50;0;2;2;0;0;0;1;2;8.4;0;0;-8
Matt Mooney;G;CLE;23;2;0;2;5;2;1;2;50;0;1;0;0;0;0;0;1;1;1;0;0;1;1;7.7;0;0;2
Josh Reaves;G;DAL;22;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5
Giannis Antetokounmpo;PF;MIL;25;54;47;7;1668;1616;597;1077;55.4;80;253;31.6;342;547;62.5;126;619;745;314;200;56;57;166;3120;49;4;649
Anthony Davis;PF;LAL;26;51;40;11;1750;1344;465;913;50.9;56;173;32.4;358;425;84.2;115;365;480;166;127;76;128;124;2654;26;0;240
Jayson Tatum;PF;BOS;21;55;39;16;1897;1291;462;1026;45;154;389;39.6;213;261;81.6;56;335;391;160;122;73;51;113;2250.2;10;0;432
Brandon Ingram;PF;NOP;22;52;21;31;1771;1280;439;935;47;129;329;39.2;273;317;86.1;44;281;325;223;160;51;35;147;2102.5;8;0;-27
Pascal Siakam;PF;TOR;25;49;36;13;1724;1153;426;930;45.8;106;291;36.4;195;245;79.6;56;312;368;170;118;48;46;135;2013.6;11;0;318
Julius Randle;PF;NYK;25;58;18;40;1893;1117;416;914;45.5;58;218;26.6;227;315;72.1;134;425;559;188;175;46;20;157;2092.8;26;0;-186
Danilo Gallinari;PF;OKC;31;51;30;21;1567;983;305;691;44.1;153;373;41;220;245;89.8;31;253;284;110;68;35;4;64;1537.8;3;0;186
Marcus Morris Sr.;PF;LAC;30;51;19;32;1625;926;314;716;43.9;128;301;42.5;170;206;82.5;52;212;264;72;86;40;25;146;1459.8;3;0;-94
Kristaps Porzingis;PF;DAL;24;47;28;19;1446;903;309;729;42.4;118;330;35.8;167;216;77.3;77;363;440;77;77;33;93;144;1847.5;21;0;257
Kevin Love;PF;CLE;31;51;14;37;1596;881;294;650;45.2;127;340;37.4;166;195;85.1;45;447;492;158;127;31;18;77;1728.4;21;0;-295
Aaron Gordon;PF;ORL;24;54;25;29;1774;780;293;676;43.3;67;214;31.3;127;189;67.2;95;313;408;189;86;43;32;107;1692.1;17;1;-130
John Collins;PF;ATL;22;36;14;22;1177;770;309;530;58.3;52;129;40.3;100;124;80.6;99;270;369;55;64;25;59;124;1483.3;19;0;-140
Duncan Robinson;PF;MIA;25;60;38;22;1766;768;255;554;46;213;486;43.8;45;50;90;9;182;191;83;50;31;13;167;1203.7;1;0;259
Eric Paschall;PF;GSW;23;56;12;44;1525;764;292;593;49.2;33;116;28.4;147;189;77.8;81;180;261;101;88;31;13;119;1272.7;4;0;-369
Davis Bertans;PF;WAS;27;49;18;31;1442;742;237;545;43.5;176;415;42.4;92;106;86.8;34;193;227;84;51;35;32;121;1290.4;1;0;9
Robert Covington;PF;HOU;29;57;22;35;1700;729;256;595;43;134;389;34.4;83;103;80.6;46;312;358;68;84;90;69;176;1653.6;4;0;32
Nemanja Bjelica;PF;SAC;31;60;26;34;1711;722;273;573;47.6;122;281;43.4;54;66;81.8;103;284;387;168;86;51;32;183;1601.4;7;0;-41
Christian Wood;PF;DET;24;58;20;38;1175;697;241;437;55.1;45;121;37.2;170;226;75.2;93;262;355;51;70;29;51;89;1369.5;11;0;85
Jerami Grant;PF;DEN;25;59;40;19;1558;693;245;520;47.1;81;205;39.5;122;163;74.8;49;161;210;72;52;38;49;126;1262;0;0;-61
Carmelo Anthony;PF;POR;35;45;19;26;1476;692;262;624;42;65;181;35.9;103;122;84.4;58;231;289;66;80;36;21;130;1228.8;4;0;-22
Lauri Markkanen;PF;CHI;22;46;17;29;1395;690;233;550;42.4;101;294;34.4;123;149;82.6;57;241;298;70;77;39;22;92;1258.6;3;0;-76
Al Horford;PF;PHI;33;56;33;23;1714;654;263;605;43.5;81;245;33.1;47;64;73.4;83;290;373;222;57;50;51;122;1680.6;4;0;85
Kyle Kuzma;PF;LAL;24;50;40;10;1239;634;239;550;43.5;68;219;31.1;88;122;72.1;43;171;214;67;80;19;19;96;1025.3;2;0;142
P.J. Washington;PF;CHA;21;53;20;33;1607;630;240;527;45.5;72;195;36.9;78;121;64.5;51;241;292;112;87;49;41;145;1331.4;4;0;-224
Doug McDermott;PF;IND;28;60;36;24;1205;613;230;477;48.2;111;257;43.2;42;51;82.4;23;127;150;68;39;7;4;103;889;0;0;119
Thaddeus Young;PF;CHI;31;59;20;39;1455;603;246;548;44.9;75;202;37.1;36;61;59;85;199;284;103;95;81;20;122;1306.3;2;0;-191
Brandon Clarke;PF;MEM;23;50;27;23;1086;602;254;408;62.3;21;52;40.4;73;93;78.5;78;214;292;72;46;26;42;82;1218.4;3;0;8
Dorian Finney-Smith;PF;DAL;26;61;37;24;1818;562;200;434;46.1;93;251;37.1;69;95;72.6;121;220;341;94;60;43;36;146;1289.2;3;0;269
Maxi Kleber;PF;DAL;28;60;36;24;1489;548;193;416;46.4;95;251;37.8;67;78;85.9;96;224;320;65;44;17;69;139;1243.5;1;0;131
Rudy Gay;PF;SAS;33;55;23;32;1156;527;192;441;43.5;53;165;32.1;90;104;86.5;51;241;292;96;74;25;26;77;1100.4;4;0;-10
Markieff Morris;PF;LAL;30;48;17;31;1053;513;185;414;44.7;80;203;39.4;63;81;77.8;30;156;186;73;71;27;12;113;891.7;1;0;-93
Dario Saric;PF;PHX;25;54;22;32;1315;511;190;426;44.6;62;197;31.5;69;82;84.1;81;237;318;104;68;30;13;119;1109.6;8;0;-72
Marquese Chriss;PF;GSW;22;55;13;42;1082;492;188;345;54.5;8;36;22.2;108;143;75.5;102;226;328;99;75;35;58;114;1238.1;6;0;-224
Jabari Parker;PF;SAC;24;33;7;26;852;484;199;399;49.9;31;116;26.7;55;74;74.3;54;141;195;60;60;42;15;94;919;2;0;-136
Paul Millsap;PF;DEN;35;39;25;14;948;460;161;336;47.9;42;96;43.8;96;113;85;75;153;228;61;51;34;27;110;957.1;4;0;244
P.J. Tucker;PF;HOU;34;59;39;20;2041;440;156;354;44.1;91;241;37.8;37;44;84.1;93;314;407;93;62;65;29;191;1287.9;6;0;208
Ersan Ilyasova;PF;MIL;32;53;45;8;850;379;136;286;47.6;46;121;38;61;73;83.6;57;203;260;45;31;22;14;84;835.5;4;0;120
Dwight Powell;PF;DAL;28;40;25;15;1061;376;146;229;63.8;10;39;25.6;74;111;66.7;75;152;227;59;36;34;22;102;868.9;1;0;195
Omari Spellman;PF;MIN;22;49;11;38;886;370;127;295;43.1;43;110;39.1;73;92;79.3;77;142;219;47;54;33;24;63;820.3;1;0;-144
Royce O'Neale;PF;UTA;26;59;37;22;1711;363;128;286;44.8;73;181;40.3;34;45;75.6;22;286;308;148;48;46;24;169;1116.6;2;0;213
Zion Williamson;PF;NOP;19;15;8;7;433;362;137;231;59.3;5;12;41.7;83;128;64.8;47;55;102;32;42;11;5;25;538.4;2;0;98
Michael Porter Jr.;PF;DEN;21;44;32;12;624;348;137;268;51.1;41;97;42.3;33;43;76.7;51;142;193;34;33;18;19;70;708.6;5;0;17
Draymond Green;PF;GSW;29;43;10;33;1222;345;123;316;38.9;36;129;27.9;63;83;75.9;23;243;266;266;98;59;33;110;1241.2;8;2;-193
Trey Lyles;PF;SAS;24;58;25;33;1105;332;128;287;44.6;51;138;37;25;36;69.4;68;262;330;61;36;23;23;90;921.5;1;0;-16
Chris Boucher;PF;TOR;27;52;36;16;682;327;113;244;46.3;26;91;28.6;75;95;78.9;88;138;226;23;22;18;50;99;814.7;3;0;78
JaMychal Green;PF;LAC;29;51;35;16;1050;324;113;279;40.5;67;188;35.6;31;42;73.8;68;251;319;38;42;25;20;135;856.8;6;0;149
Mike Scott;PF;PHI;31;59;35;24;1005;322;116;289;40.1;66;189;34.9;24;27;88.9;47;148;195;36;21;19;5;74;661;0;0;98
Maurice Harkless;PF;NYK;26;56;36;20;1289;320;128;251;51;34;90;37.8;30;51;58.8;49;175;224;58;50;55;33;133;889.8;0;0;59
Marvin Williams;PF;MIL;33;48;19;29;929;305;105;236;44.5;50;136;36.8;45;52;86.5;19;116;135;49;27;35;24;83;690.5;0;0;-92
Georges Niang;PF;UTA;26;53;34;19;714;304;108;237;45.6;69;164;42.1;19;22;86.4;11;94;105;34;25;12;5;59;507;0;0;-61
Blake Griffin;PF;DET;30;18;8;10;512;279;88;250;35.2;27;111;24.3;76;98;77.6;17;67;84;59;40;7;7;27;470.3;2;0;-26
Jeff Green;PF;HOU;33;35;23;12;644;275;90;220;40.9;43;121;35.5;52;67;77.6;15;81;96;27;33;15;13;56;481.7;0;0;-65
Darius Bazley;PF;OKC;19;53;32;21;909;238;88;230;38.3;30;100;30;32;47;68.1;21;175;196;29;40;20;35;45;641.7;0;0;-65
Harry Giles III;PF;SAC;21;34;17;17;505;234;102;184;55.4;0;0;0;30;40;75;31;110;141;45;30;17;14;89;533.7;1;0;-70
Juancho Hernangomez;PF;MIN;24;43;22;21;681;231;80;202;39.6;35;103;34;36;58;62.1;38;118;156;34;27;12;9;49;505.2;3;0;-39
Patrick Patterson;PF;LAC;30;48;31;17;589;225;73;182;40.1;52;137;38;27;34;79.4;29;89;118;31;16;6;3;41;424.1;0;0;88
Grant Williams;PF;BOS;21;57;41;16;886;203;73;173;42.2;20;75;26.7;37;51;72.5;55;97;152;58;44;24;31;139;593.4;0;0;168
James Johnson;PF;MIN;33;27;12;15;507;203;77;163;47.2;24;72;33.3;25;38;65.8;18;77;95;50;39;18;27;69;488;0;0;-67
John Henson;PF;DET;29;37;8;29;552;199;85;156;54.5;7;34;20.6;22;44;50;45;108;153;51;31;23;42;71;623.1;1;0;-12
Daniel Gafford;PF;CHI;21;38;13;25;517;194;84;121;69.4;0;0;0;26;52;50;47;48;95;16;24;13;49;83;494;0;0;-48
Skal Labissiere;PF;ATL;23;33;14;19;567;190;81;147;55.1;3;13;23.1;25;33;75.8;65;104;169;42;30;7;31;89;539.8;1;0;12
Marvin Bagley III;PF;SAC;20;13;2;11;334;185;78;167;46.7;4;22;18.2;25;31;80.6;29;68;97;10;18;6;12;43;352.4;3;0;-89
Jake Layman;PF;MIN;25;18;9;9;424;172;68;156;43.6;22;64;34.4;14;21;66.7;12;37;49;13;20;15;10;40;305.3;0;0;14
Semi Ojeleye;PF;BOS;25;56;39;17;798;157;52;130;40;29;81;35.8;24;27;88.9;20;85;105;29;11;18;4;59;381.5;0;0;-6
Anthony Tolliver;PF;SAC;34;42;19;23;636;138;46;134;34.3;32;104;30.8;14;21;66.7;29;92;121;32;25;12;10;60;372.2;1;0;-155
Kenrich Williams;PF;NOP;25;35;12;23;779;132;49;143;34.3;25;96;26;9;24;37.5;49;129;178;53;21;25;21;81;542.1;0;0;-48
Chris Silva;PF;MIA;23;39;25;14;306;120;43;69;62.3;0;2;0;34;49;69.4;54;55;109;21;31;9;18;80;332.3;0;0;-27
Gary Clark;PF;ORL;25;31;17;14;377;107;36;95;37.9;27;82;32.9;8;9;88.9;25;51;76;13;4;4;13;29;264.7;0;0;-10
Jordan Bell;PF;MEM;25;29;8;21;256;93;35;67;52.2;4;12;33.3;19;31;61.3;30;51;81;16;21;3;10;19;232.2;0;0;-8
D.J. Wilson;PF;MIL;24;29;27;2;255;90;36;90;40;12;48;25;6;9;66.7;9;50;59;20;14;2;5;22;197.8;0;0;-27
Cristiano Felicio;PF;CHI;27;20;6;14;380;86;34;54;63;0;2;0;18;23;78.3;54;47;101;15;18;10;2;32;247.7;0;0;-54
Al-Farouq Aminu;PF;ORL;29;18;7;11;380;78;25;86;29.1;9;36;25;19;29;65.5;24;63;87;21;17;18;8;27;274.9;1;0;-35
TJ Leaf;PF;IND;22;24;14;10;190;72;30;69;43.5;5;14;35.7;7;12;58.3;21;43;64;6;7;8;3;18;183.8;1;0;-12
Nicolas Claxton;PF;BKN;20;15;5;10;187;66;27;48;56.3;1;7;14.3;11;21;52.4;19;25;44;16;9;1;8;14;160.8;0;0;-67
Caleb Swanigan;PF;POR;22;22;9;13;241;61;26;45;57.8;0;2;0;9;17;52.9;26;57;83;19;28;3;6;50;188.1;0;0;-58
Jalen McDaniels;PF;CHA;22;11;5;6;178;56;20;44;45.5;7;18;38.9;9;12;75;7;35;42;5;6;7;3;21;137.9;0;0;-22
Chimezie Metu;PF;SAS;22;16;7;9;73;46;20;35;57.1;0;1;0;6;8;75;10;16;26;6;5;1;4;4;96.2;0;0;12
Wenyen Gabriel;PF;POR;22;23;6;17;178;44;15;39;38.5;3;16;18.8;11;16;68.8;14;23;37;7;14;7;6;30;123.9;0;0;-46
Drew Eubanks;PF;SAS;23;9;6;3;58;33;14;19;73.7;1;1;100;4;5;80;6;14;20;2;7;0;1;9;56;0;0;-41
Johnathan Motley;PF;LAC;24;13;8;5;41;28;11;15;73.3;1;1;100;5;7;71.4;3;7;10;8;5;3;0;6;56;0;0;3
Zach Collins;PF;POR;22;3;2;1;86;27;9;19;47.4;3;7;42.9;6;6;100;4;8;12;6;6;0;2;11;50.4;0;0;19
